id,ean,title,title_gr,brand,cat1,cat2,cat3,subcategory,unit_basis,pack_size_ml,organic,vegan,vegetarian,gluten_free,lactose_free,kosher,meat_free,image_url,first_seen,last_seen,delisted_on
100038,5099873090473,Jack Daniel's No7 Τennessee Whiskey 40% 700 ml,Jack Daniel's No7 Τennessee Ουίσκι 40% 700 ml,Jack Daniel's,Alcoholic Drinks,"Whisky, Vodka, Gin & Others",Blended Whisky,Blended Whisky,L,700,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100038.jpg,2026-09-12,2026-09-18,
100042,,Sierra Silver Tequila 38% 700 ml,Sierra Silver Τεκίλα 38% 700 ml,Sierra,Alcoholic Drinks,"Whisky, Vodka, Gin & Others",Tequila,Tequila,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100042.jpg,2026-09-12,2026-09-18,
100045,6412709021776,Finlandia Vodka 40% 700 ml,Finlandia Βότκα 40% 700 ml,Finlandia,Alcoholic Drinks,"Whisky, Vodka, Gin & Others",Vodka,Vodka,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100045.jpg,2026-09-12,2026-09-18,
100146,40267609,UHU Stick 8.2 g,UHU Κόλλα Stick 8.2 g,UHU,Homeware,Stationery,,Stationary,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100146.jpg,2026-09-12,2026-09-18,
100147,40267425,UHU Stick 21 g,UHU Κόλλα Stick 21 g,UHU,Homeware,Stationery,,Stationary,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100147.jpg,2026-09-12,2026-09-18,
100148,40267708,UHU Stic 40 g,UHU Κόλλα σε Στίκ 40 g,UHU,Homeware,Stationery,,Stationary,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100148.jpg,2026-09-12,2026-09-18,
100168,4026700144246,UHU Patafix Gluepads 80 Pieces,UHU Patafix Αυτοκόλλητα σε Μορφή Πλαστελίνης 80 Τεμάχια,UHU,Homeware,Stationery,,Stationary,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100168.jpg,2026-09-12,2026-09-18,
100183,5000399001812,Bostik Blu Tack Original CE,Bostik Blu Tack Original CE,Bostik,Homeware,Stationery,,Supplies,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100183.jpg,2026-09-12,2026-09-18,
100213,52913990,Supra Nail Polish Remover 125 ml,Supra Ξεβαφτικό Νυχιών 125 ml,Supra,Personal Care,Make Up & Nail Care,Nail Varnish & Care,Nail Varnish & Care,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100213.jpg,2026-09-12,2026-09-18,
100400,4002468021319,Hochland Processed Cheddar Cheese Food Slices 200 g,Hochland Τηγμένο Τυρί με Cheddar σε Φέτες 200 g,Hochland,Chilled,"Cheese, Haloumi & Spreads",Sliced Cheese,Other Cheese Slices,kg,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100400.jpg,2026-09-12,2026-09-18,
100457,5290019000053,G.Charalambous Gold Coffee Mocca Blend 200 g,Γ.Χαραλάμπους Χρυσός Καφές Χαρμάνι Μόκκα 200 g,G.Charalambous,Food Cupboard,"Coffee, Tea & Cocoa",Coffee,Cyprus Coffee,kg,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100457.jpg,2026-09-12,2026-09-18,
100459,5290019000060,G. Charalambous Silver Cypriot Coffee 200 g,Γ. Χαραλάμπους Κυπριακός Καφές 200 g,G.Charalambous,Food Cupboard,"Coffee, Tea & Cocoa",Coffee,Cyprus Coffee,kg,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100459.jpg,2026-09-12,2026-09-18,
100471,5290019000091,G.Charalambous Icing Sugar 500 g,Γ.Χαραλάμπους Ζάχαρη Άχνη 500 g,G.Charalambous,Food Cupboard,Home Baking,Sugar & Sweeteners,Sugar,kg,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100471.jpg,2026-09-12,2026-09-18,
100475,5290019000169,G.Charalambous Sherbet 227 g,Γ.Χαραλάμπους Αφρόζα 227 g,G.Charalambous,Drinks,"Soft Drinks, Ice Tea & Soda & Tonic",Soft Drinks,Soft Drinks,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100475.jpg,2026-09-12,2026-09-18,
100590,3035542004206,Cointreau L'Unique Liqueur 40% 700 ml,Cointreau L'Unique Λικέρ 40% 700 ml,Cointreau,Alcoholic Drinks,"Whisky, Vodka, Gin & Others",Liqueur,Liqueur,L,700,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100590.jpg,2026-09-12,2026-09-18,
100606,5010314101015,The Famous Grouse Blended Scotch Whisky 40% 1 L,The Famous Grouse Blended Σκωτσέζικο Ουίσκι 40% 1 L,The Famous Grouse,Alcoholic Drinks,"Whisky, Vodka, Gin & Others",Blended Whisky,Blended Whisky,,1000,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100606.jpg,2026-09-12,2026-09-18,
100735,5290035000051,Mitsides Tricolore Fusilli Pasta 500 g,Μιτσίδης Μακαρόνια Τρικολόρε Στριφτό 500 g,Mitsides,Food Cupboard,"Pasta, Rice & Noodles","Pasta, Wholewheat Pasta & Gluten Free Pasta",Pasta,kg,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100735.jpg,2026-09-12,2026-09-18,
100739,5290035000099,Mitsides Traditional Cyprus Macaroni 500 g,Μιτσίδης Χωριάτικα Μακαρόνια 500 g,Mitsides,Food Cupboard,"Pasta, Rice & Noodles","Pasta, Wholewheat Pasta & Gluten Free Pasta",Pasta,kg,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100739.jpg,2026-09-12,2026-09-18,
100745,5290035000150,Mitsides Spaghetti 500 g,Μιτσίδης Μακαρόνια Σπαγέττι 500 g,Mitsides,Food Cupboard,"Pasta, Rice & Noodles","Pasta, Wholewheat Pasta & Gluten Free Pasta",Pasta,kg,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100745.jpg,2026-09-12,2026-09-18,
100748,5290035000181,Mitsides Pasta Mezzani 'A' 500 g,Μιτσίδης Μακαρόνια Mezzani 'A' 500 g,Mitsides,Food Cupboard,"Pasta, Rice & Noodles","Pasta, Wholewheat Pasta & Gluten Free Pasta",Pasta,kg,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100748.jpg,2026-09-12,2026-09-18,
100750,5290035000204,Mitsides Mazzanelli 'B' 500 g,Μιτσίδης Μακαρόνια Mazzanelli 'B' 500 g,Mitsides,Food Cupboard,"Pasta, Rice & Noodles","Pasta, Wholewheat Pasta & Gluten Free Pasta",Pasta,kg,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100750.jpg,2026-09-12,2026-09-18,
100756,5290035000266,Mitsides Whole Wheat Spaghetti 500 g,Μιτσίδης Σπαγέττι Ολικής Άλεσης 500 g,Mitsides,Food Cupboard,"Pasta, Rice & Noodles","Pasta, Wholewheat Pasta & Gluten Free Pasta",Wholewheat Pasta,kg,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100756.jpg,2026-09-12,2026-09-18,
100758,5290035000648,Mitsides Pasta Fusilli 500 g,Μιτσίδης Μακαρόνια Στιφτό 500 g,Mitsides,Food Cupboard,"Pasta, Rice & Noodles","Pasta, Wholewheat Pasta & Gluten Free Pasta",Pasta,kg,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100758.jpg,2026-09-12,2026-09-18,
100771,5290035000440,Mitsides Pasta Conchiglie 500 g,Μιτσίδης Μακαρόνια Κοχύλια 500 g,Mitsides,Food Cupboard,"Pasta, Rice & Noodles","Pasta, Wholewheat Pasta & Gluten Free Pasta",Pasta,kg,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100771.jpg,2026-09-12,2026-09-18,
100773,5290035000464,Mitsides Pasta Denti Rigati 500 g,Μιτσίδης Μακαρόνια Σελλενάκι 500 g,Mitsides,Food Cupboard,"Pasta, Rice & Noodles","Pasta, Wholewheat Pasta & Gluten Free Pasta",Pasta,kg,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100773.jpg,2026-09-12,2026-09-18,
100775,5290035000488,Mitsides Shrimp Shaped Pasta 500 g,Μιτσίδης Ζυμαρικά σε Σχήμα Γαρίδας 500 g,Mitsides,Food Cupboard,"Pasta, Rice & Noodles","Pasta, Wholewheat Pasta & Gluten Free Pasta",Pasta,kg,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100775.jpg,2026-09-12,2026-09-18,
100777,5290035000501,Mitsides Barley Orzo 500 g,Μιτσίδης Kριθαράκι 500 g,Mitsides,Food Cupboard,"Pasta, Rice & Noodles","Pasta, Wholewheat Pasta & Gluten Free Pasta",Pasta,kg,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100777.jpg,2026-09-12,2026-09-18,
100789,5290035000013,Mitsides Plain Flour «00» 1 kg,Μιτσίδης Αλεύρι Φαρίνα «00» 1 kg,Mitsides,Food Cupboard,Home Baking,Flour,Flour,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100789.jpg,2026-09-12,2026-09-18,
100790,5290035000020,Mitsides Semolina flour 1 kg,Μιτσίδης Σιμιγδάλι 1 kg,Mitsides,Food Cupboard,Home Baking,Flour,Flour,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100790.jpg,2026-09-12,2026-09-18,
100791,5290035000037,Mitsides Traditional Flour 1 kg,Μιτσίδης Χωριάτικο Αλεύρι 1 kg,Mitsides,Food Cupboard,Home Baking,Flour,Flour,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100791.jpg,2026-09-12,2026-09-18,
100792,5290035000044,Mitsides Self-Raising Flour 1 kg,Μιτσίδης Αλεύρι Φαρίνα Ζαχαροπλαστικής 1 kg,Mitsides,Food Cupboard,Home Baking,Flour,Flour,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100792.jpg,2026-09-12,2026-09-18,
100793,5290035000716,Mitsides Whole Wheat Flour 1 kg,Μιτσίδης Αλεύρι Ολικής Αλέσεως 1 kg,Mitsides,Food Cupboard,Home Baking,Flour,Flour,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100793.jpg,2026-09-12,2026-09-18,
100794,5290035001010,Mitsides Bolognese Sauce 420 g,Mitsides Σάλτσα Μπολονέζ 420 g,Mitsides,Food Cupboard,"Pasta, Rice & Noodles",Pasta Sauces,Pasta Sauces,kg,0,0,0,0,1,0,0,0,https://alphamega.com.cy/Files/Images/Products/100794.jpg,2026-09-12,2026-09-18,
100797,5290035001041,Mitsides Basilico Sauce 420 g,Μιτσίδης Σάλτσα Με Βασιλικό 420 g,Mitsides,Food Cupboard,"Pasta, Rice & Noodles",Pasta Sauces,Pasta Sauces,kg,0,0,1,0,1,0,0,0,https://alphamega.com.cy/Files/Images/Products/100797.jpg,2026-09-12,2026-09-18,
100800,5290035001072,Mitsides Arrabbiata Sauce 420 g,Mitsides Σάλτσα Αραμπιάτα 420 g,Mitsides,Food Cupboard,"Pasta, Rice & Noodles",Pasta Sauces,Pasta Sauces,kg,0,0,1,0,1,0,0,0,https://alphamega.com.cy/Files/Images/Products/100800.jpg,2026-09-12,2026-09-18,
100801,5290035001089,Mitsides Napoletana Sauce 420 g,Μιτσίδης Σάλτσα Ναπολετάνα 420 g,Mitsides,Food Cupboard,"Pasta, Rice & Noodles",Pasta Sauces,Pasta Sauces,kg,0,0,1,0,1,0,0,0,https://alphamega.com.cy/Files/Images/Products/100801.jpg,2026-09-12,2026-09-18,
100803,5290035001102,Mitsides Red Pesto Sauce 180 g,Mitsides Σάλτσα με Κόκκινο Πέστο 180 g,Mitsides,Food Cupboard,"Pasta, Rice & Noodles",Pasta Sauces,Pasta Sauces,kg,0,0,0,0,1,0,0,0,https://alphamega.com.cy/Files/Images/Products/100803.jpg,2026-09-12,2026-09-18,
100804,5290035001119,Mitsides Alfredo Sauce 180 g,Mitsides Σάλτσα Αλφρέντο 180 g,Mitsides,Food Cupboard,"Pasta, Rice & Noodles",Pasta Sauces,Pasta Sauces,kg,0,0,0,0,1,0,0,0,https://alphamega.com.cy/Files/Images/Products/100804.jpg,2026-09-12,2026-09-18,
100846,5290029001293,Livadioti Roasted Pistachios Salted 180 g,Λειβαδιώτη Χαλεπιανά Ψημένα Με Αλάτι 180 g,Livadioti,Food Cupboard,Snacks,Dried Fruit & Nuts,Nuts,kg,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100846.jpg,2026-09-12,2026-09-18,
100853,5290029001378,Livadioti Raw Almonds 200 g,Λειβαδιώτη Αμύγδαλα Ωμά 200 g,Livadioti,Food Cupboard,Snacks,Dried Fruit & Nuts,Nuts,kg,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100853.jpg,2026-09-12,2026-09-18,
100861,5290029001453,Livadioti Raw Corn 400 g,Λειβαδιώτη Καλαμπόκι Ωμό 400 g,Livadioti,Food Cupboard,Snacks,Dried Fruit & Nuts,Nuts,kg,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100861.jpg,2026-09-12,2026-09-18,
100866,5290029001705,Livadioti Raw Raisins 350 g,Λειβαδιώτη Σταφιδάκια Ωμά 350 g,Livadioti,Food Cupboard,Snacks,Dried Fruit & Nuts,Dried Fruit,kg,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100866.jpg,2026-09-12,2026-09-18,
100975,5290345000024,Agros Distilled Rose Petals 500 ml,Αγρός Ροδόσταγμα 500 ml,Agros,Food Cupboard,Home Baking,Baking,Syrups & Rose Water,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/100975.jpg,2026-09-12,2026-09-18,
101043,5290271820048,Atrix Intensive Chamomile Hand Cream 150 ml,Atrix Eντατική Ενυδατική Κρέμα Χεριών Χαμομήλι 150 ml,Atrix,Personal Care,Facial & Body Care,Body Care,Hand Cream,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101043.jpg,2026-09-12,2026-09-18,
101112,5290271813002,Nivea Men Hydrocare After Shave Balm 100 ml,Nivea Men Hydrocare Balm για Μετά το Ξύρισμα 100 ml,Nivea,Personal Care,Men's Toiletries,Shaving,Shaving,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101112.jpg,2026-09-12,2026-09-18,
101113,5290271813064,Nivea Men Sensitive After Shave Balsam 100 ml,Nivea Men Sensitive Ενυδατικό Balsam για Μετά το Ξύρισμα 100 ml,Nivea,Personal Care,Men's Toiletries,Shaving,Shaving,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101113.jpg,2026-09-12,2026-09-18,
101116,5290271816119,Nivea Deodorant Roll-On Dry-Comfort 50 ml,Nivea Αποσμητικό σε Ρολό Dry-Comfort 50 ml,Nivea,Personal Care,Facial & Body Care,Body Care,Women Deodorant,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101116.jpg,2026-09-12,2026-09-18,
101188,8716200127950,Nounou Farine Lactee With Wheatflour And Milk. From 6 Months 300 g,Nounou Φαρίν Λακτέ Με Σιτάλευρο Και Γάλα. Από 6 Μηνών 300 g,Nounou,Baby,Baby Food,Baby Dry Food,Baby Dry Food,kg,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101188.jpg,2026-09-12,2026-09-18,
101192,8716200132046,"Nounou Fruit Cream With 5 Fruits, Wheat Flour And Milk. From 6 Months 300 g","Nounou Φρουτόκρεμα Με 5 Φρούτα, Σιτάλευρο Και Γάλα. Από 6 Μηνών 300 g",Nounou,Baby,Baby Food,Baby Dry Food,Baby Dry Food,kg,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101192.jpg,2026-09-12,2026-09-18,
101193,8716200132022,"Nounou Fruit Cream With 3 Fruits, Wheat Flour And Milk. From 6 Months 300 g","Nounou Φρουτόκρεμα Με 3 Φρούτα, Σιτάλευρο Και Γάλα. Από 6 Μηνών 300 g",Nounou,Baby,Baby Food,Baby Dry Food,Baby Dry Food,kg,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101193.jpg,2026-09-12,2026-09-18,
101252,5290052000010,Corina Lights Salt & Vinegar Crisps 40% Less Fat 36 g,Corina Lights Αλάτι & Ξύδι Πατατάκια 40% Λιγότερα Λιπαρά 36 g,Corina,Food Cupboard,Snacks,"Crisps, Snacks & Popcorn",Crisps,kg,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101252.jpg,2026-09-12,2026-09-18,
101434,52900112,Serano Roasted Blanched Peanuts 175 g,Serano Φιστικόψιχες χωρίς Φλούδα 175 g,Serano,Food Cupboard,Snacks,Dried Fruit & Nuts,Nuts,kg,0,0,0,1,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101434.jpg,2026-09-12,2026-09-18,
101479,5290097000204,Serano Brittle with Honey & Sesame 220 g,Serano Παραδοσιακό Παστελάκι Φιστικιού με Μέλι & Σησάμι 220 g,Serano,Food Cupboard,Snacks,"Chocolate, Candy & Chewing Gum",Traditional Sweets,kg,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101479.jpg,2026-09-12,2026-09-18,
101647,5000267024233,Johnnie Walker Black Label Blended Scotch Whisky 12 Years Old 40% 700 ml,Johnnie Walker Black Label Blended Σκωτσέζικο Ουίσκι 12 ετών 40% 700 ml,Johnnie Walker,Alcoholic Drinks,"Whisky, Vodka, Gin & Others",Blended Whisky,Blended Whisky,L,700,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101647.jpg,2026-09-12,2026-09-18,
101665,,Grand Marnier Liqueur Cognac & Liqueur D’Orange 40% 700 ml,Grand Marnier Λικέρ Κονιάκ με Πορτοκάλι 40% 700 ml,Grand Marnier,Alcoholic Drinks,"Whisky, Vodka, Gin & Others",Liqueur,Liqueur,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101665.jpg,2026-09-12,2026-09-18,
101670,3245996427913,Hennessy VS Cognac 40% 700 ml,Hennessy VS Κονιάκ 40% 700 ml,Hennessy,Alcoholic Drinks,"Whisky, Vodka, Gin & Others",Other Spirits,Other Spirits,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101670.jpg,2026-09-12,2026-09-18,
101673,"3,1853700365e+012",Moët & Chandon Impérial Brut Champagne 750 ml,Moët & Chandon Impérial Brut Σαμπάνια 750 ml,Moët & Chandon,Alcoholic Drinks,Wine & Champagne,Champagne,Champagne,L,750,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101673.jpg,2026-09-12,2026-09-18,
101684,42021315,Beck's Blue Beer Alcohol Free 330 ml,Beck's Blue Μπύρα χωρίς Αλκοόλ 330 ml,Beck's,Alcoholic Drinks,Beer & Cider,Non-Alcoholic Beer,Non-Alcoholic Beer,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101684.jpg,2026-09-12,2026-09-18,
101742,3049197100275,Courvoisier VS Cognac 40% 700 ml,Courvoisier VS Κονιάκ 40% 700 ml,Courvoisier,Alcoholic Drinks,"Whisky, Vodka, Gin & Others",Other Spirits,Other Spirits,L,700,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101742.jpg,2026-09-12,2026-09-18,
101746,3049197200418,Courvoisier VSOP Cognac 40% 700 ml,Courvoisier VSOP Κονιάκ 40% 700 ml,Courvoisier,Alcoholic Drinks,"Whisky, Vodka, Gin & Others",Other Spirits,Other Spirits,L,700,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101746.jpg,2026-09-12,2026-09-18,
101754,4101200101347,Tanqueray London Dry Gin 43.1% 700 ml,Tanqueray London Dry Τζιν 43.1% 700 ml,Tanqueray,Alcoholic Drinks,"Whisky, Vodka, Gin & Others",Gin,Gin,L,700,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101754.jpg,2026-09-12,2026-09-18,
101762,7312040017683,Absolut Vodka 40% 700 ml,Absolut Βότκα 40% 700 ml,Absolut,Alcoholic Drinks,"Whisky, Vodka, Gin & Others",Vodka,Vodka,L,700,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101762.jpg,2026-09-12,2026-09-18,
101777,,Kahlúa Coffee Liqueur 16% 700 ml,Kahlúa Λικέρ Καφέ 16% 700 ml,Kahlúa,Alcoholic Drinks,"Whisky, Vodka, Gin & Others",Liqueur,Liqueur,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101777.jpg,2026-09-12,2026-09-18,
101861,3179730012564,Perrier Carbonated Natural Mineral Water 4x330 ml,Perrier Αεριούχο Φυσικό Μεταλλικό Νερό 4x330 ml,Perrier,Drinks,Water,Sparkling Water,Sparkling Water,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101861.jpg,2026-09-12,2026-09-18,
101863,3179730010027,Perrier Carbonated Natural Mineral Water 6x200 ml,Perrier Φυσικό Ανθρακούχο Μεταλλικό Νερό 6x200 ml,Perrier,Drinks,Water,Sparkling Water,Sparkling Water,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101863.jpg,2026-09-12,2026-09-18,
101890,4056800778171,Wella Koleston Kit Permanent Hair Color Magogany 5/5 142 ml,Wella Koleston Kit Μόνιμη Κρέμα Βαφή Καστανό Ακαζού 5/5 142 ml,Wella Koleston,Personal Care,Haircare,Hair Colorants,Hair Colorants,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101890.jpg,2026-09-12,2026-09-18,
101891,4056800777853,Wella Koleston Kit Permanent Hair Color Medium Brown 4/0 142 ml,Wella Koleston Kit Μόνιμη Κρέμα Βαφή Καστανό Μεσαίο 4/0 142 ml,Wella Koleston,Personal Care,Haircare,Hair Colorants,Hair Colorants,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101891.jpg,2026-09-12,2026-09-18,
101892,4056800777761,Wella Koleston Kit Permanent Hair Color Cream Black 2/0 142 ml,Wella Koleston Kit Μόνιμη Κρέμα Βαφή Μαύρο 2/0 142 ml,Wella Koleston,Personal Care,Haircare,Hair Colorants,Hair Colorants,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101892.jpg,2026-09-12,2026-09-18,
101893,4056800778287,Wella Koleston Kit Permanent Hair Color Cream Dark Blond 6/0 142 ml,Wella Koleston Kit Μόνιμη Κρέμα Βαφή Ξανθό Σκούρο 6/0 142 ml,Wella Koleston,Personal Care,Haircare,Hair Colorants,Hair Colorants,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101893.jpg,2026-09-12,2026-09-18,
101894,4056800779444,Wella Koleston Kit Permanent Hair Color Cream Very Light Blonde 9/0 142 ml,Wella Koleston Kit Μόνιμη Κρέμα Βαφή Πολύ Ανοικτό Ξανθό 9/0 142 ml,Wella Koleston,Personal Care,Haircare,Hair Colorants,Hair Colorants,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101894.jpg,2026-09-12,2026-09-18,
101895,4056800778911,Wella Koleston Kit Permanent Hair Color Cream Medium Ash Blonde 7/1 142 ml,Wella Koleston Kit Μόνιμη Κρέμα Βαφή Ξανθό Μεσαίο Σαντρε 7/1 142 ml,Wella Koleston,Personal Care,Haircare,Hair Colorants,Hair Colorants,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101895.jpg,2026-09-12,2026-09-18,
101896,4056800779352,Wella Koleston Kit Permanent Hair Color Cream Light Ash Blonde 8/1 142 ml,Wella Koleston Kit Μόνιμη Κρέμα Βαφή Ξανθό Ανοικτό Σαντρε 8/1 142 ml,Wella Koleston,Personal Care,Haircare,Hair Colorants,Hair Colorants,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101896.jpg,2026-09-12,2026-09-18,
101898,4056800777952,Wella Koleston Kit Permanent Hair Color Light Brown 5/0 142 ml,Wella Koleston Kit Μόνιμη Κρέμα Βαφή Καστανό Ανοιχτό 5/0 142 ml,Wella Koleston,Personal Care,Haircare,Hair Colorants,Hair Colorants,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101898.jpg,2026-09-12,2026-09-18,
101899,4056800779208,Wella Koleston Kit Permanent Hair Color Cream Light Blonde 8/0 142 ml,Wella Koleston Kit Μόνιμη Κρέμα Βαφή Ξανθό Ανοικτό 8/0 142 ml,Wella Koleston,Personal Care,Haircare,Hair Colorants,Hair Colorants,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101899.jpg,2026-09-12,2026-09-18,
101900,4056800777822,Wella Koleston Kit Permanent Hair Color Cream Dark Brown 3/0 142 ml,Wella Koleston Kit Μόνιμη Κρέμα Βαφή Καστανό Σκούρο 3/0 142 ml,Wella Koleston,Personal Care,Haircare,Hair Colorants,Hair Colorants,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101900.jpg,2026-09-12,2026-09-18,
101901,4056800778317,Wella Koleston Kit Permanent Hair Color Cream Dark Ash Blond 6/1 142 ml,Wella Koleston Kit Μόνιμη Κρέμα Βαφή Ξανθό Σκούρο Σαντρε 6/1 142 ml,Wella Koleston,Personal Care,Haircare,Hair Colorants,Hair Colorants,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101901.jpg,2026-09-12,2026-09-18,
101902,4056800778706,Wella Koleston Kit Permanent Hair Color Cream Medium Blonde 7/0 142 ml,Wella Koleston Kit Μόνιμη Κρέμα Βαφή Ξανθό Μεσαίο 7/0 142 ml,Wella Koleston,Personal Care,Haircare,Hair Colorants,Hair Colorants,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101902.jpg,2026-09-12,2026-09-18,
101903,4056800779475,Wella Koleston Kit Permanent Hair Color Cream Light Ash Blonde 9/1 142 ml,Wella Koleston Kit Μόνιμη Κρέμα Βαφή Ξανθό Πολύ Ανοικτό Σαντρε 9/1 142 ml,Wella Koleston,Personal Care,Haircare,Hair Colorants,Hair Colorants,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101903.jpg,2026-09-12,2026-09-18,
101904,4056800777679,Wella Koleston Kit Permanent Hair Color Cream Ultra Light Blonde 10/0 142 ml,Wella Koleston Kit Μόνιμη Κρέμα Βαφή Κατάξανθο 10/0 142 ml,Wella Koleston,Personal Care,Haircare,Hair Colorants,Hair Colorants,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101904.jpg,2026-09-12,2026-09-18,
101989,5290152000354,Cif Cleanboost Classic Cleaning Cream for General Purposes 500 ml,Cif Cleanboost Κλασική Κρέμα Γενικού Καθαρισμού με Άρωμα Λεμόνι 500 ml,Cif,Household,Cleaning,Multipurpose Cleaners,Multipurpose Cleaners,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/101989.jpg,2026-09-12,2026-09-18,
