id,ean,title,title_gr,brand,cat1,cat2,cat3,subcategory,unit_basis,pack_size_ml,organic,vegan,vegetarian,gluten_free,lactose_free,kosher,meat_free,image_url,first_seen,last_seen,delisted_on
600989,8008481797923,Golfera Organic Prosciutto Cotto Di Alta Qualita (High Quality Cooked Ham) 80 g,Golfera Βιολογικό Προσούτο Cotto Di Alta (Ψημένο Χαμ) 80 g,Golfera,Chilled,Gluten Free,Cold Cuts,Ham,kg,0,1,0,0,1,0,0,0,https://alphamega.com.cy/Files/Images/Products/600989.jpg,2026-09-12,2026-09-18,
600990,8008481797930,Golfera Organic Prosciutto Crudo (Cured Ham) 80 g,Golfera Βιολογικό Προσούτο Crudo 80 g,Golfera,Chilled,Gluten Free,Cold Cuts,Prosciutto,kg,0,1,0,0,1,0,0,0,https://alphamega.com.cy/Files/Images/Products/600990.jpg,2026-09-12,2026-09-18,
610059,9000101726138,Schwarzkopf Gliss 4 in 1 Repair Bond-Building Hair Mask 400 ml,Schwarzkopf Gliss 4 in 1 Repair Bond-Building Μάσκα μαλλιών 400 ml,Gliss,Personal Care,Haircare,Hair Treatment & Masks,Hair Treatment & Masks,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610059.jpg,2026-09-12,2026-09-18,
610060,5201143757461,Schwarzkopf Gliss 4 in 1 Color Radiance Bond-Building Hair Mask 400 ml,Schwarzkopf Gliss 4 in 1 Color Radiance Bond-Building Μάσκα μαλλιών 400 ml,Gliss,Personal Care,Haircare,Hair Treatment & Masks,Hair Treatment & Masks,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610060.jpg,2026-09-12,2026-09-18,
610063,5290589104311,Guest Of Stand Fan 20'' White 80 W CE,Guest Of Ανεμιστήρας Δαπέδου 20'' Λευκός 80 W CE,Guest Of,Homeware,Electrical Appliances,Heating & Cooling,Heating & Cooling,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610063.jpg,2026-09-12,2026-09-18,
610067,4008033483742,Fackelmann Cherry Stoner 28.8 cm,Fackelmann Βυσσινοκαθαριστής 28.8 cm,Fackelmann,Homeware,Kitchenware,Kitchen Tools,Kitchen Tools,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610067.jpg,2026-09-12,2026-09-18,
610082,5060315050454,Dear Body Fragrance Mist Tropical La Vanilla 250 ml,Dear Body Άρωμα Σώματος Με Βανίλια 250 ml,Dear Body,Personal Care,Facial & Body Care,Body Care,Body Mist,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610082.jpg,2026-09-12,2026-09-18,
610083,5060315050423,Dear Body Fragrance Amorous Coconut 250 ml,Dear Body Άρωμα Σώματος Με Καρύδα 250 ml,Dear Body,Personal Care,Facial & Body Care,Body Care,Body Mist,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610083.jpg,2026-09-12,2026-09-18,
610085,5060315050430,Dear Body Fragrance Sweey Wish 250 ml,Dear Body Άρωμα Σώματος Sweet Wish 250 ml,Dear Body,Personal Care,Facial & Body Care,Body Care,Body Mist,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610085.jpg,2026-09-12,2026-09-18,
610110,3045387291112,"Tefal Easy Fry Max Air fryer 5 L, 1500 W","Tefal Easy Fry Max Φριτέζα αέρα 5 L, 1500 W",Tefal,Homeware,Electrical Appliances,Kitchen Appliances,Speciality Appliances,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610110.jpg,2026-09-12,2026-09-18,
610114,8710448595175,Remia The Real Black Jack Smokey BBQ Sauce 450 ml,Remia The Real Black Jack Καπνιστή Σάλτσα BBQ 450 ml,Remia,Food Cupboard,"Oils, Vinegars, Sauces & Dressings",BBQ & Other Meat Sauces,BBQ & Other Meat Sauces,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610114.jpg,2026-09-12,2026-09-18,
610115,8710448595182,Remia The Real Sweet Dalton Smokey BBQ Sauce With Honey 450 ml,Remia The Real Sweet Dalton Καπνιστή Σάλτσα BBQ Με Μέλι 450 ml,Remia,Food Cupboard,"Oils, Vinegars, Sauces & Dressings",BBQ & Other Meat Sauces,BBQ & Other Meat Sauces,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610115.jpg,2026-09-12,2026-09-18,
610117,8425876094663,Nuchar Cooked Octopus 2 Tentacles 200 g,Nuchar Μαγειρεμένο Χταπόδι 2 Πλοκάμια 200 g,Nuchar,Chilled,Taste of the World,,Fish & Seafood,kg,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610117.jpg,2026-09-12,2026-09-18,
610119,8425876093925,Nuchar Cooked Octopus In Slices 150 g,Nuchar Μαγειρεμένο Χταπόδι Σε Φέτες 150 g,Nuchar,Chilled,Taste of the World,,Fish & Seafood,kg,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610119.jpg,2026-09-12,2026-09-18,
610125,7290019502180,Dr. Fischer Extra Soft Baby Wash 500 ml,Dr. Fischer Extra Soft Βρεφικό Αφρόλουτρο 500 ml,Dr. Fischer,Baby,Baby Toiletries,Baby Shampoo & Shower Gel,Baby Shampoo & Shower Gel,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610125.jpg,2026-09-12,2026-09-18,
610126,7290019502173,Dr. Fischer Extra Soft Baby Shampoo 500 ml,Dr. Fischer Extra Soft Βρεφικό Σαμπουάν 500 ml,Dr. Fischer,Baby,Baby Toiletries,Baby Shampoo & Shower Gel,Baby Shampoo & Shower Gel,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610126.jpg,2026-09-12,2026-09-18,
610127,7290019502197,Dr. Fischer Baby Lotion Extra Soft 500 ml,Dr. Fischer Βρεφική Λοσιόν Extra Soft 500 ml,Dr. Fischer,Baby,Baby Toiletries,Baby Skin Care,Baby Skin Care,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610127.jpg,2026-09-12,2026-09-18,
610130,5201263021800,Mega Kids Training Hand Liquid 250 ml,Μέγα Kids Εκπαιδευτικό Κρεμοσάπουνο 250 ml,Mega,Personal Care,"Shower, Bath & Soap",Liquid Hand Wash,Liquid Hand Wash,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610130.jpg,2026-09-12,2026-09-18,
610131,5205746004120,Nava Misty Wire Cutlery Holder 18 cm,Nava Θήκη Εργαλίων Κουζίνας Μεταλλική 18 cm,Nava,Homeware,Kitchenware,Kitchen Storage & Organization,Storage & Organisers,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610131.jpg,2026-09-12,2026-09-18,
610132,5205746004137,Nava Wire Paper Holder 32.5 cm,Nava Βάση για Χαρτί Κουζίνας Μεταλλική 32.5 cm,Nava,Homeware,Kitchenware,Kitchen Storage & Organization,Storage & Organisers,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610132.jpg,2026-09-12,2026-09-18,
610133,5205746004144,Nava Wire Square Napkin Holder,Nava Χαρτοπετσετοθήκη Τετράγωνη Μεταλλική,Nava,Homeware,Kitchenware,Kitchen Storage & Organization,Storage & Organisers,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610133.jpg,2026-09-12,2026-09-18,
610134,5205746004151,Nava Misty Wire Rectangular Napkin Holder 9x10.5x14 cm,Nava Χαρτοπετσετοθήκη Ορθογώνια Μεταλλική 9x10.5x14 cm,Nava,Homeware,Kitchenware,Kitchen Storage & Organization,Storage & Organisers,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610134.jpg,2026-09-12,2026-09-18,
610135,5205746004168,Nava Wire Trivet 18x18 cm,Nava Σουπλά Μαγειρικών Σκευών Μεταλλικό 18x18 cm,Nava,Homeware,Kitchenware,Kitchen Storage & Organization,Storage & Organisers,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610135.jpg,2026-09-12,2026-09-18,
610136,5205746004229,Nava Metal Fruit Basket 20 cm,Nava Φρουτιέρα Μεταλλική 20 cm,Nava,Homeware,Kitchenware,Kitchen Storage & Organization,Storage & Organisers,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610136.jpg,2026-09-12,2026-09-18,
610137,5205746004380,Nava Plastic Double Sink Sponge Holder 14 cm,Nava Θήκη για Σφουγγάρι Πλαστική 2 Θέσεων 14 cm,Nava,Homeware,Kitchenware,Kitchen Storage & Organization,Storage & Organisers,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610137.jpg,2026-09-12,2026-09-18,
610157,8585002443977,Maggi Chicken Bouillon Less Salt 80 g,Maggi Ζωμός Κότας Με Λιγότερο Αλάτι 80 g,Maggi,Food Cupboard,"Salt, Pepper, Seasoning & Bouillons",Bouillons,Bouillons,kg,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610157.jpg,2026-09-12,2026-09-18,
610162,5060455146857,Brushworks Double Ended Brow Brush,Brushworks Διπλό Βουρτσάκι & Πινέλο Φρυδιών,Brushworks,Personal Care,Make Up & Nail Care,Make Up Accessories,Make Up Accessories,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610162.jpg,2026-09-12,2026-09-18,
610163,5060455146338,Brushworks Travel Brush Set 4 Pieces,Brushworks Σετ Πινέλων Ταξιδιού 4 Τεμάχια,Brushworks,Personal Care,Make Up & Nail Care,Make Up Accessories,Make Up Accessories,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610163.jpg,2026-09-12,2026-09-18,
610164,5060226339792,Brushworks Complexion Sponge,Brushworks Σφουγγάρι Μακιγιάζ,Brushworks,Personal Care,Make Up & Nail Care,Make Up Accessories,Make Up Accessories,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610164.jpg,2026-09-12,2026-09-18,
610166,5060903876589,Brushworks Triangular Powder Puff Duo,Brushworks Σετ με Σφουγγαράκια Πούδρας,Brushworks,Personal Care,Make Up & Nail Care,Make Up Accessories,Make Up Accessories,pc,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610166.jpg,2026-09-12,2026-09-18,
610167,5060455141142,Brushworks 24 Assorted Complexion Sponges,Brushworks Σφουγγαράκια Μακιγιάζ 24 Τεμάχια,Brushworks,Personal Care,Make Up & Nail Care,Make Up Accessories,Make Up Accessories,pc,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610167.jpg,2026-09-12,2026-09-18,
610171,5060903876619,Brushworks Shower Comb,Brushworks Χτένα Μπάνιου,Brushworks,Personal Care,Haircare,Hair Accessories,Hair Accessories,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610171.jpg,2026-09-12,2026-09-18,
610173,5060455145430,Brushworks Wonder Bobble Large Black 5 Pieces,Brushworks Λαστιχάκι Μαλλιών Μαύρο 5 Τεμάχια,Brushworks,Personal Care,Haircare,Hair Accessories,Hair Accessories,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610173.jpg,2026-09-12,2026-09-18,
610174,5060455149957,Brushworks Νο Crease Hair Clips 8 Pieces,Brushworks Κλιπ Μαλλιών που Δεν Αφήνουν Σημάδι 8 Τεμάχια,Brushworks,Personal Care,Haircare,Hair Accessories,Hair Accessories,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610174.jpg,2026-09-12,2026-09-18,
610175,5060903870433,Brushworks Satin Scrunchies 4 Pieces,Brushworks Σατέν Λαστιχάκια Μαλλιών 4 Τεμάχια,Brushworks,Personal Care,Haircare,Hair Accessories,Hair Accessories,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610175.jpg,2026-09-12,2026-09-18,
610176,5056683100174,Brushworks Cloud Headband Black,Brushworks Κορδέλα Μαλλιών Μαύρη,Brushworks,Personal Care,Haircare,Hair Accessories,Hair Accessories,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610176.jpg,2026-09-12,2026-09-18,
610177,5056683102963,Brushworks Makeup Headband,Brushworks Κορδέλα για Μακιγιάζ,Brushworks,Personal Care,Make Up & Nail Care,Make Up Accessories,Make Up Accessories,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610177.jpg,2026-09-12,2026-09-18,
610181,5060455144396,Brushworks Facial Cleansing Brush,Brushworks Βούρτσα Καθαρισμού Προσώπου,Brushworks,Personal Care,Facial & Body Care,Body Care,Face & Body Accessories,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610181.jpg,2026-09-12,2026-09-18,
610182,5060455143122,Brushworks Spa Gel Eye Mask,Brushworks Μάσκα Περιποίησης Ματιών με Τζελ,Brushworks,Personal Care,Facial & Body Care,Body Care,Face & Body Accessories,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610182.jpg,2026-09-12,2026-09-18,
610184,5060455143092,Brushworks Exfoliating Gloves,Brushworks Γάντια Απολέπισης,Brushworks,Personal Care,"Shower, Bath & Soap",Bath Sponge,Bath Sponge,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610184.jpg,2026-09-12,2026-09-18,
610185,5060455145799,Brushworks The Complete Combination Tweezer Set Black,Brushworks Πλήρες Σετ με Συνδιασμό από Τσιμπιδάκια Μαύρα,Brushworks,Personal Care,Facial & Body Care,Body Care,Face & Body Accessories,pc,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610185.jpg,2026-09-12,2026-09-18,
610186,5060455140039,Brushworks Precision Slanted Tweezer,Brushworks Τσιμπίδα Φρυδιών Ακριβείας,Brushworks,Personal Care,Facial & Body Care,Body Care,Face & Body Accessories,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610186.jpg,2026-09-12,2026-09-18,
610187,5060455140060,Brushworks Traditional Tweezer,Brushworks Τσιμπίδα Φρυδιών,Brushworks,Personal Care,Facial & Body Care,Body Care,Face & Body Accessories,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610187.jpg,2026-09-12,2026-09-18,
610188,5060455140480,Brushworks Eye Lash Curler,Brushworks Εργαλείο για Βλεφαρίδες,Brushworks,Personal Care,Make Up & Nail Care,Make Up Accessories,Make Up Accessories,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610188.jpg,2026-09-12,2026-09-18,
610189,5060455140244,Brushworks Cosmetic Pencil Sharpener,Brushworks Ξύστρα Μολυβιού για Μακιγιάζ,Brushworks,Personal Care,Make Up & Nail Care,Make Up Accessories,Make Up Accessories,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610189.jpg,2026-09-12,2026-09-18,
610190,5060455146369,Brushworks Magnifying Mirror,Brushworks Μεγεθυντικός Καθρέφτης,Brushworks,Personal Care,Make Up & Nail Care,Make Up Accessories,Make Up Accessories,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610190.jpg,2026-09-12,2026-09-18,
610191,5060455140121,Brushworks Nail Scissors,Brushworks Ψαλιδάκι Νυχιών,Brushworks,Personal Care,Make Up & Nail Care,Nail Varnish & Care,Nail Varnish & Care,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610191.jpg,2026-09-12,2026-09-18,
610192,5060455140213,Brushworks Toe Nail Clipper,Brushworks Νυχοκόπτης,Brushworks,Personal Care,Make Up & Nail Care,Nail Varnish & Care,Nail Varnish & Care,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610192.jpg,2026-09-12,2026-09-18,
610193,5060455140305,Brushworks Professional Nail Files 2 Pieces,Brushworks Επαγγελματική Λίμα Νυχιών 2 Τεμάχια,Brushworks,Personal Care,Make Up & Nail Care,Nail Varnish & Care,Nail Varnish & Care,pc,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610193.jpg,2026-09-12,2026-09-18,
610194,5060455140367,Brushworks 6 Way Shape & Shine Buffer,Brushworks Λίμα Νυχιών 6 Κατευθύνσεων,Brushworks,Personal Care,Make Up & Nail Care,Nail Varnish & Care,Nail Varnish & Care,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610194.jpg,2026-09-12,2026-09-18,
610195,5060455140275,Brushworks Ceramic Foot File,Brushworks Κεραμική Λίμα Πεντικιούρ,Brushworks,Personal Care,Facial & Body Care,Body Care,Foot Care,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610195.jpg,2026-09-12,2026-09-18,
610206,5054061109788,Beldray Handheld Garment Steamer Rose Gold Edition 1100 W CE,Beldray Σίδερο Ατμού Χειρός Rose Gold Edition 1100 W CE,Beldray,Homeware,Electrical Appliances,Irons & Steamers,Irons,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610206.jpg,2026-09-12,2026-09-18,
610217,5060100603261,Koko Plant Based Greek Style Coconut Yoghurt Dessert 350 g,Koko Plant Based Επιδόρπιο Γιαουρτιού Με Καρύδα Greek Style 350 g,Koko,Chilled,Vegan,Flavoured Yoghurt,Flavoured Yoghurt,kg,0,0,1,0,1,0,0,0,https://alphamega.com.cy/Files/Images/Products/610217.jpg,2026-09-12,2026-09-18,
610218,8006540994269,Fairy Original Washing Up Liquid 320 ml,Fairy Original Υγρό Πιάτων 320 ml,Fairy,Household,Dishwashing,Washing Up Liquid,Washing Up Liquid,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610218.jpg,2026-09-12,2026-09-18,
610219,8006540994474,Fairy Lemon Washing Up Liquid 320 ml,Fairy Υγρό Πιάτων με Άρωμα Λεμόνι 320 ml,Fairy,Household,Dishwashing,Washing Up Liquid,Washing Up Liquid,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610219.jpg,2026-09-12,2026-09-18,
610220,8700216003773,Fairy Pomegranate & Grapefruit Washing Up Liquid 320 ml,Fairy Υγρό Πιάτων με Άρωμα Ρόδι & Γκρέιπφρουτ 320 ml,Fairy,Household,Dishwashing,Washing Up Liquid,Washing Up Liquid,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610220.jpg,2026-09-12,2026-09-18,
610221,8700216003919,Fairy Apple & Rhubarb Washing Up Liquid 320 ml,Fairy Υγρό Πιάτων με Άρωμα Μήλο & Ραβέντι 320 ml,Fairy,Household,Dishwashing,Washing Up Liquid,Washing Up Liquid,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610221.jpg,2026-09-12,2026-09-18,
610227,8718114889467,"Lipton Green Tea Intense Mint, Plant- Based Pyramid Tea Bags 20 Sachets 32 g",Lipton Πράσινο Τσάι Με Άρωμα Έντονη Μέντα Τσαγιού Φυτικής Προέλευσης Σε Σχήμα Πυραμίδας 20 Φακελάκια 32 g,Lipton,Food Cupboard,"Coffee, Tea & Cocoa",Tea,Tea,pc,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610227.jpg,2026-09-12,2026-09-18,
610229,8712100637810,"Lipton Green Tea Raspberry And Pomegranate, Plant- Based Pyramid Tea Bags 20 Sachets 28 g",Lipton Πράσινο Τσάι Με Άρωμα Σμέουρα Και Ρόδι Τσαγιού Φυτικής Προέλευσης Σε Σχήμα Πυραμίδας 20 Φακελάκια 28 g,Lipton,Food Cupboard,"Coffee, Tea & Cocoa",Tea,Tea,pc,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610229.jpg,2026-09-12,2026-09-18,
610233,8934839126896,Signal Cavity Fighter Toothpaste 100 ml,Signal Cavity Fighter Οδοντόκρεμα 100 ml,Signal,Personal Care,Oral Care,Toothpaste,Oral Care,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610233.jpg,2026-09-12,2026-09-18,
610234,8934839126902,Signal Green Tea Toothpaste 100 ml,Signal Οδοντόκρεμα Με Πράσινο Τσάι 100 ml,Signal,Personal Care,Oral Care,Toothpaste,Oral Care,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610234.jpg,2026-09-12,2026-09-18,
610235,8934839126919,Signal Whitening Toothpaste 100 ml,Singal Whitening Οδοντόκρεμα 100 ml,Signal,Personal Care,Oral Care,Toothpaste,Toothpaste,L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610235.jpg,2026-09-12,2026-09-18,
610291,5054061449549,Salter Electronic Mill Set 2 Pieces CE,Salter Σετ Ηλεκτρονικών Μύλων 2 Τεμάχια CE,Salter,Homeware,Electrical Appliances,Kitchen Appliances,"Blenders, Mixers & Food Processors",,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610291.jpg,2026-09-12,2026-09-18,
610292,5207248102083,Fiber Pillow 600 g 50x70 cm 2 Pcs,Fiber Μαξιλάρι Ύπνου 600 g 50x70 cm 2 Τεμάχια,Fiber,Homeware,Bedroom,,Bed Pillows,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610292.jpg,2026-09-12,2026-09-18,
610293,5207248101918,Fiber Anatomical Pillow of Medium Hardness 50x70 cm,Fiber Ανατομικό Μαξιλάρι Ύπνου Μέτριας Σκληρότητας 50x70 cm,Fiber,Homeware,Bedroom,,Bed Pillows,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610293.jpg,2026-09-12,2026-09-18,
610294,5207248603283,Decorative Pillow 40x40 cm Light Gray,Διακοσμητικό Μαξιλάρι 40x40 cm Γκρί Ανοιχτό,,Homeware,Garden,,Garden,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610294.jpg,2026-09-12,2026-09-18,
610301,5207248402640,Linen House Pillow Case Waterproof 50x70 cm,Linen House Μαξιλαροθήκη Προστασίας Αδιάβροχη 50x70 cm,Linen House,Homeware,Bedroom,,Bed Pillows,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610301.jpg,2026-09-12,2026-09-18,
610302,5029053581620,Kleenex Ultra -Clean Kitchen Towel Maxi XL 2 Rolls,Kleenex Ultra -Clean Γιγαντορολό Κουζίνας 2 Ρολά,Kleenex,Paper Products,Kitchen Paper,,Kitchen Paper,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610302.jpg,2026-09-12,2026-09-18,
610309,5202336128471,AB Αγκινάρες Πάτοι 400 g,AB Artichoke Bottoms 400 g,AB,Frozen,Frozen Vegetables & Potatoes,Frozen Vegetables,Frozen Vegetables,kg,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610309.jpg,2026-09-12,2026-09-18,
610317,5060060211674,Astonish Hob Power Cream 500 ml,Astonish Καθαριστική Κρέμα Εστίας 500 ml,Astonish,Household,Cleaning,"Oven Cleaners, Hob Cleaners & Descalers","Oven Cleaners, Hob Cleaners & Descalers",L,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610317.jpg,2026-09-12,2026-09-18,
610321,7622201450335,Cadbury White Chocolate Biscuits 114 g,Cadbury Μπισκότα Με Άσπρη Σοκολάτα 114 g,Cadbury,Food Cupboard,Biscuits & Croissants,Biscuits,Biscuits,kg,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610321.jpg,2026-09-12,2026-09-18,
610322,8006540805077,Oral-B Pro Kids Spiderman Replacement Brush Heads 3+ Years 2 Pieces,Oral-B Pro Kids Spiderman Ανταλλακτικές Κεφαλές Βουρτσίσματος για Παιδιά 3+ Ετών 2 Τεμάχια,Oral-B,Baby,Baby Toiletries,Kids Oral Care,Kids Oral Care,pc,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610322.jpg,2026-09-12,2026-09-18,
610338,6920388618731,Sun Club Air Mat 174x59x18 cm 14+ Years CE,Sun Club Στρώμα Αέρος 174x59x18 cm 14+ Ετών CE,Sun Club,Homeware,Summer Range,,Beach Accessories,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610338.jpg,2026-09-12,2026-09-18,
610345,6920388619066,Sun Club Plain Swim Ring ± 76 cm Diameter 8+ Years CE,Sun Club Σωσίβιο Κολύμβησης ± 76 cm Διάμετρος cm 8+ Ετών CE,Sun Club,Homeware,Summer Range,,Beach Accessories,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610345.jpg,2026-09-12,2026-09-18,
610346,6920388614498,Sun Club Swim Tube ± 90 cm Diameter 9+ Years CE,Sun Club Σωσίβιο Κολύμβησης ± 90 cm Διάμετρος cm 9+ Ετών CE,Sun Club,Homeware,Summer Range,,Beach Accessories,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610346.jpg,2026-09-12,2026-09-18,
610347,6920388605830,Sun Club Baby Seat 69x69 cm 0-1 Years CE,Sun Club Παιδικό Σωσίβιο 69x69 cm 0-1 Ετών CE,Sun Club,Homeware,Summer Range,,Beach Toys,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610347.jpg,2026-09-12,2026-09-18,
610348,6920388616898,Sun Club Kids Boat 3-4 Years CE,Sun Club Παιδική Βάρκα 3-4 Years CE,Sun Club,Homeware,Summer Range,,Beach Accessories,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610348.jpg,2026-09-12,2026-09-18,
610351,6920388645829,Sun Club Rigid Wall Pool ± 150x25 cm 2-6 Years CE,Sun Club Πισίνα με Ανθεκτικό Τοίχωμα ± 150x25 cm 2-6 Ετών CE,Sun Club,Homeware,Summer Range,,Beach Accessories,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610351.jpg,2026-09-12,2026-09-18,
610352,5290989002835,Advanced Swim Goggles with Ear Plugs and Nose Clip 3+ Years CE,Γυαλιά Κολύμβησης με Ωτοασπίδες και Κλιπ Μύτης 3+ Ετών CE,MQO,Homeware,Summer Range,,Beach Accessories,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610352.jpg,2026-09-12,2026-09-18,
610360,5055391185800,Night Zone Double Fitted Sheet White 140x200cm,Night Zone Λευκό Σεντόνι Double Fitted 140x200cm,Night Zone,Homeware,Bedroom,,Quilts & Blankets,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610360.jpg,2026-09-12,2026-09-18,
610361,5055391185831,Night Zone Double Fitted Sheet White 160x200cm,Night Zone Λευκό Σεντόνι Double Fitted 160x200cm,Night Zone,Homeware,Bedroom,,Quilts & Blankets,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610361.jpg,2026-09-12,2026-09-18,
610420,5290589104472,Smart Fan Portable Folding Fan with Power Bank White 5W CE,Smart Fan Φορητός Επαναφορτιζόμενος Αναδιπλούμενος Ανεμιστήρας με Power Bank Λευκός 5W CE,MateStar,Homeware,Electrical Appliances,Heating & Cooling,Fans,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610420.jpg,2026-09-12,2026-09-18,
610421,5290589104489,Smart Fan Multiple Function Comfort Fan on Desk White CE,Smart Fan Επιτραπέζιος Ανεμιστήρας Πολλαπλών Λειτουργιών Λευκός CE,Smart Fan,Homeware,Electrical Appliances,Heating & Cooling,Fans,,0,0,0,0,0,0,0,0,https://alphamega.com.cy/Files/Images/Products/610421.jpg,2026-09-12,2026-09-18,
