station_id,brand,name,address,phone,area,district,first_seen,last_seen
7cb63eb7db4a,ESSO,Μ.Κ. ΓΕΝΕΘΛΙΟΥ & ΥΙΟΙ ΛΙΜΙΤΕΔ,Γιάννου Κρανιδιώτη Τ.Κ 3110,25336300,Λεμεσός,Limassol,2026-09-13,2026-09-13
5fdf8a375f2a,ESSO,ΠΑΝΙΚΟΣ Σ. ΜΑΠΠΑΣ (ΠΕΤΡΕΛΑΙΟΕΙΔΗ) ΛΙΜΙΤΕΔ,Μακεδονίας 15 Τ.Κ 4540,25452326,Παραμύθα,Limassol,2026-09-13,2026-09-13
46946a1f650f,ESSO,ΣΑΒΒΑΣ ΛΙΛΗ & ΥΙΟΙ ΛΙΜΙΤΕΔ,14ος Δρόμος 40 Τ.Κ 4620,25932671,Επισκοπή,Limassol,2026-09-13,2026-09-13
d47ea3209c18,JACKOSON,JACKOSON ENTERPRISES LIMITED,Δρόμος Παλαιχωρίου - Αγρού Τ.Κ 4860,,Αγρός,Limassol,2026-09-13,2026-09-13
a048b4d2bd64,PETROLINA,A. K. Konnaris Service Station Ltd,Παναγίας Ελεούσας 55 Τ.Κ 4730,25432020,Τριμίκλινη,Limassol,2026-09-13,2026-09-13
1fe98156d14c,PETROLINA,A. K. Konnaris Service Station Ltd (Platres),Παναγίας Φανερωμένης 57 Τ.Κ,25421100,Πάνω Πλάτρες,Limassol,2026-09-13,2026-09-13
50bbcc14271b,PETROLINA,Christina S. Andreou,Αγγελικής Σωτηρίου 25 Τ.Κ,25942536,Πάνω Κυβίδες,Limassol,2026-09-13,2026-09-13
d5197602e9cf,PETROLINA,GRECHARCO SERVICES LIMITED,Λεωφ. Αρχ. Μακαρίου Γ' 28 Τ.Κ 4003,25752509,Μέσα Γειτονιά,Limassol,2026-09-13,2026-09-13
5f1d9d44de4c,PETROLINA,PETROLINA (HOLDINGS) PUBLIC LIMITED,Λεωφ. Αρχ. Μακαρίου Γ' 18 Τ.Κ 3061,25573984,Λεμεσός,Limassol,2026-09-13,2026-09-13
4a09006139d2,PETROLINA,PETROLINA (HOLDINGS) PUBLIC LIMITED,Μισιαούλη & Καβάζογλου 73 Τ.Κ 3016,25877422,Λεμεσός,Limassol,2026-09-13,2026-09-13
7510589f4eaa,PETROLINA,PETROLINA (HOLDINGS) PUBLIC LIMITED,Πάφου 33 Τ.Κ 3052,25571717,Λεμεσός,Limassol,2026-09-13,2026-09-13
b42e8375c701,PETROLINA,PETROLINA (HOLDINGS) PUBLIC LIMITED,Λεώφ. Λεμεσού 5 Τ.Κ 4525,25632877,Μονή,Limassol,2026-09-13,2026-09-13
23c7b3207f92,PETROLINA,PETROLINA (HOLDINGS) PUBLIC LIMITED,"Γιάννου Κρανιδιώτη 34, (Εκάλι, Αγία Φύλα) Τ.Κ -",25772888,Λεμεσός,Limassol,2026-09-13,2026-09-13
e47bff9f4edc,PETROLINA,PETROLINA (HOLDINGS) PUBLIC LIMITED,Αγίας Φυλάξεως 231 Τ.Κ 3116,25820225,Λεμεσός,Limassol,2026-09-13,2026-09-13
dfc8523796a8,PETROLINA,PETROLINA (HOLDINGS) PUBLIC LIMITED,Αγίας Φυλάξεως 109 Τ.Κ 3087,25382888,Λεμεσός,Limassol,2026-09-13,2026-09-13
36fb67511673,PETROLINA,PETROLINA (HOLDINGS) PUBLIC LIMITED,Φρ. Ρούσβελτ 245 Τ.Κ 3046,25391077,Λεμεσός,Limassol,2026-09-13,2026-09-13
72bd542a8c85,PETROLINA,PETROLINA (HOLDINGS) PUBLIC LIMITED,Δρόμος Αμιάντου – Καρβουνά Τ.Κ 4876,25550055,Κυπερούντα,Limassol,2026-09-13,2026-09-13
39fd6925ae42,PETROLINA,PETROLINA (HOLDINGS) PUBLIC LIMITED,Κάθετος Δρόμος Νέου Λιμανιού Τ.Κ 4150,25715042,Κάτω Πολεμίδια,Limassol,2026-09-13,2026-09-13
89f704207e91,PETROLINA,PETROLINA (HOLDINGS) PUBLIC LIMITED,Παλαιός Δρόμος Λεμεσού-Πάφου Τ.Κ 4607,25221250,Πισσούρι,Limassol,2026-09-13,2026-09-13
72b865f82639,PETROLINA,Α. ΑΡΓΥΡΟΥ ΠΡΑΤΗΡΙΟ ΒΕΝΖΙΝΗΣ ΛΤΔ,Προμαχών Ελευθερίας 17 Τ.Κ 4103,25324122,Άγιος Αθανάσιος,Limassol,2026-09-13,2026-09-13
69c2fb53eb4c,PETROLINA,ΚΙΚΗΣ Π. ΜΙΧΑΗΛΟΥΔΗΣ ΛΙΜΙΤΕΔ,Νίκου και Δέσποινας Παττίχη 5Γ Τ.Κ 3071,25336107,Λεμεσός,Limassol,2026-09-13,2026-09-13
ac1e40cae503,PETROLINA,ΠΑΝΑΓΙΩΤΗΣ ΠΕΓΛΙΤΣΗΣ & ΣΙΑ ΛΙΜΙΤΕΔ,Κολωνακίου 27 Τ.Κ 4103,25322880,Άγιος Αθανάσιος,Limassol,2026-09-13,2026-09-13
3c3fdd29b8f7,SHELL,CORAL ENERGY PRODUCTS CYPRUS LTD,Φρ. Ρούσβελτ 92 Τ.Κ 3011,,Λεμεσός,Limassol,2026-09-13,2026-09-13
96a9e00b5b6d,SHELL,CORAL ENERGY PRODUCTS CYPRUS LTD,28ης Οκτωβρίου 305 Τ.Κ 3105,25101128,Λεμεσός,Limassol,2026-09-13,2026-09-13
ca9163f0f3f8,SHELL,CORAL ENERGY PRODUCTS CYPRUS LTD,Αποστόλου Λουκά 66 Τ.Κ 4632,25432188,Κολόσσι,Limassol,2026-09-13,2026-09-13
178bce87f3a6,SHELL,CORAL ENERGY PRODUCTS CYPRUS LTD,Πάφου 37 Τ.Κ 3052,25566155,Λεμεσός,Limassol,2026-09-13,2026-09-13
c7f59703554a,SHELL,CORAL ENERGY PRODUCTS CYPRUS LTD,Λεωφ. Σπ. Κυπριανού 135 Τ.Κ 3083,25333066,Λεμεσός,Limassol,2026-09-13,2026-09-13
d31ea5693826,SHELL,CORAL ENERGY PRODUCTS CYPRUS LTD,Θεσσαλονίκης 16 Τ.Κ 3025,25584639,Λεμεσός,Limassol,2026-09-13,2026-09-13
ac585f0e2770,SHELL,CORAL ENERGY PRODUCTS CYPRUS LTD,Λεωφ. Μονιάτη 2 Τ.Κ 4747,25433080,Σαϊτάς,Limassol,2026-09-13,2026-09-13
7e13d23a29b2,SHELL,INDEXICO LIMITED,Αγίας Φυλάξεως 185 Τ.Κ 3083,25387666,Λεμεσός,Limassol,2026-09-13,2026-09-13
3ede104e6d56,SHELL,N.P.M. GABRIEL LIMITED,Ηλία Καννάουρου 64 Τ.Κ 4188,25714801,Ύψωνας,Limassol,2026-09-13,2026-09-13
d8f54ff2148b,SHELL,OLSERVE LIMITED,Προμαχών Ελευθερίας 11 Τ.Κ 4103,25324935,Άγιος Αθανάσιος,Limassol,2026-09-13,2026-09-13
be850363d55b,SHELL,ΚΥΡΙΑΚΟΣ ΚΟΜΠΟΣ & ΥΙΟΙ ΛΙΜΙΤΕΔ,Λεωφ. Ομονοίας 32 Τ.Κ 3052,25569893,Λεμεσός,Limassol,2026-09-13,2026-09-13
e2988b40a3b9,STAROIL,STAROIL (CYPRUS) LTD,Δημοκρατίας 40 Τ.Κ 3012,25370503,Λεμεσός,Limassol,2026-09-13,2026-09-13
1476a096e3ba,STAROIL,STAROIL (CYPRUS) LTD,Δρόμος Λεμεσού - Πλατρών Τ.Κ -,25370120,Λεμεσός,Limassol,2026-09-13,2026-09-13
bda8d48d501e,ΑΝΕΞΑΡΤΗΤΟ ΠΡΑΤΗΡΙΟ,ARTEMIS A. GEORGIOU PETROL STATION LTD,Λεωφ. Κωνσταντίνου & Ευριπίδου 1 Τ.Κ 4651,25873040,Τραχώνι,Limassol,2026-09-13,2026-09-13
b08cefca3ef4,EKO,C.N PETROL STATION LTD,Κάτω Πύργος Τ.Κ 2940,,Κάτω Πύργος,Nicosia,2026-09-13,2026-09-13
9cf1024093d0,EKO,LODELIA LIMITED,Λεωφ. Αθαλάσσας 110 Τ.Κ 2024,22424452,Δασούπολη,Nicosia,2026-09-13,2026-09-13
d825945d0dc1,EKO,Marios Miltiadous Petrol Station Ltd,Λεωφ. Σαριγιάννη Τ.Κ 2831,22933457,Ευρύχου,Nicosia,2026-09-13,2026-09-13
1a10004ef1a9,EKO,R.A.M. OIL CYPRUS LIMITED,Λεωφ. Δημοσθένη Σεβέρη 49 Τ.Κ 1080,22661826,Λευκωσία,Nicosia,2026-09-13,2026-09-13
b920f34d9678,EKO,R.A.M. OIL CYPRUS LIMITED,Λεωφ. Καντάρας 23 Τ.Κ 1037,22431814,Καϊμακλί,Nicosia,2026-09-13,2026-09-13
0ec6995b7755,EKO,R.A.M. OIL CYPRUS LIMITED,Λεωφ. Αγλαντζιάς 35 Τ.Κ 2108,22333916,Αγλαντζιά,Nicosia,2026-09-13,2026-09-13
77af34d3792b,EKO,R.A.M. OIL CYPRUS LIMITED,"Λεωφόρος Λεμεσού 341, Πέρα Χωριό (Βιομηχανική Περιοχή Νήσου) Τ.Κ 2571",22610240,Πέρα Χωριό Νήσου,Nicosia,2026-09-13,2026-09-13
64c1bca40276,EKO,R.A.M. OIL CYPRUS LIMITED,Λεωφ. Διγενή Ακρίτα 7-9 Τ.Κ 1055,22347879,Λευκωσία,Nicosia,2026-09-13,2026-09-13
1f9b60bded75,EKO,R.A.M. OIL CYPRUS LIMITED,Λεωφ. Λάρνακος 103 Τ.Κ 2103,22333340,Αγλαντζιά,Nicosia,2026-09-13,2026-09-13
d59f16d1ea1f,EKO,R.A.M. OIL CYPRUS LIMITED,"Λεωφ. Γρηγόρη Αυξεντίου 67, Αγία Βαρβάρα Τ.Κ 2560",22523162,Αγία Βαρβάρα,Nicosia,2026-09-13,2026-09-13
3dc149493178,EKO,R.A.M. OIL CYPRUS LIMITED,Λεωφ. Στασίνου Τ.Κ 1060,22755121,Λευκωσία,Nicosia,2026-09-13,2026-09-13
2676e12059bc,EKO,R.A.M. OIL CYPRUS LIMITED,Μελίνας Μερκούρη 22 Τ.Κ 2311,22388870,Λακατάμεια,Nicosia,2026-09-13,2026-09-13
99e322d6ea26,EKO,R.A.M. OIL CYPRUS LIMITED,Λεωφόρος Στροβόλου 98 Τ.Κ 2325,22107231,Λακατάμεια,Nicosia,2026-09-13,2026-09-13
6ca3bacda2ef,EKO,R.A.M. OIL CYPRUS LIMITED,Λεωφ. Αναλιόντα 155 Τ.Κ 2480,22521770,Τσέρι,Nicosia,2026-09-13,2026-09-13
dc18f4cb1ad3,EKO,R.A.M. OIL CYPRUS LIMITED,"Λεωφ. Αρχ. Μακαρίου Γ΄ 61, Κοκκινοτριμιθιά Τ.Κ 2660",22833573,Κοκκινοτριμιθιά,Nicosia,2026-09-13,2026-09-13
e6d810278243,EKO,R.A.M. OIL CYPRUS LIMITED,Λεωφ. Λουκή Ακρίτα 1 Τ.Κ 1100,22774819,Λευκωσία,Nicosia,2026-09-13,2026-09-13
cc747759de94,EKO,R.A.M. OIL CYPRUS LIMITED,Γωνία Ναυαρίνου 2 & Ταγματάρχου Πουλίου Τ.Κ 1100,22774025,Λευκωσία,Nicosia,2026-09-13,2026-09-13
0708c47ecb63,EKO,R.A.M. OIL CYPRUS LIMITED,Γ.Γρίβα Διγενή 12 Τ.Κ 2614,22635005,Αρεδιού,Nicosia,2026-09-13,2026-09-13
da0b210a2136,EKO,R.A.M. OIL CYPRUS LIMITED,"Λεωφ.Αρχ. Μακαρίου Γ' 70, Αστρομερίτης Τ.Κ 2722",22821312,Αστρομερίτης,Nicosia,2026-09-13,2026-09-13
43962c7fecd8,EKO,R.A.M. OIL CYPRUS LIMITED,Γ. Κρανιδιώτη 5 Τ.Κ 2220,22489888,Λατσιά,Nicosia,2026-09-13,2026-09-13
458aa789203d,EKO,R.A.M. OIL CYPRUS LIMITED,Λεωφ. Σπ. Κυπριανού 75 Τ.Κ 2031,22511949,Στρόβολος,Nicosia,2026-09-13,2026-09-13
0fa89e115816,EKO,R.A.M. OIL CYPRUS LIMITED,Λεωφ. Λεμεσού 7 Τ.Κ 2112,22336653,Αγλαντζιά,Nicosia,2026-09-13,2026-09-13
0f4f50ae5f90,EKO,R.A.M. OIL CYPRUS LIMITED,Λεωφ. Αθαλάσσας 152 Τ.Κ 2024,22514700,Δασούπολη,Nicosia,2026-09-13,2026-09-13
42e035b752d8,EKO,R.A.M. OIL CYPRUS LIMITED,Λεωφ. Τσερίου 127 Στρόβολος Τ.Κ 2045,22324668,Στρόβολος,Nicosia,2026-09-13,2026-09-13
8d38472ccb06,EKO,R.A.M. OIL CYPRUS LIMITED,Λεωφ. Δημοκρατίας 54 Τ.Κ 2034,22429491,Στρόβολος,Nicosia,2026-09-13,2026-09-13
a1cbb4c4a9c8,EKO,R.A.M. OIL CYPRUS LIMITED,Λεωφ. Κυριάκου Μάτση 22 Τ.Κ 2408,22354708,Έγκωμη,Nicosia,2026-09-13,2026-09-13
187618635ba0,EKO,R.A.M. OIL CYPRUS LIMITED,Καλαμών 21 Τ.Κ 2032,22570720,Στρόβολος,Nicosia,2026-09-13,2026-09-13
4f835e812e0f,EKO,R.A.M. OIL CYPRUS LIMITED,Λεωφ. Σταυρού 25 Τ.Κ 2035,22496831,Στρόβολος,Nicosia,2026-09-13,2026-09-13
42462b695ab2,EKO,R.A.M. OIL CYPRUS LIMITED,Λεωφ. Δημητρίου Βικέλα 97 Τ.Κ 2037,22570958,Στρόβολος,Nicosia,2026-09-13,2026-09-13
293b8fa19bf7,EKO,R.A.M. OIL CYPRUS LIMITED,Λεωφ. Αρχ.Μιχαήλ 43 (Παρισσινός) Τ.Κ 2057,22353335,Στρόβολος,Nicosia,2026-09-13,2026-09-13
5a78a7364d62,EKO,R.A.M. OIL CYPRUS LIMITED,Λεωφόρος Αρχ. Μιχαήλ 17 Τ.Κ 2057,22876187,Στρόβολος,Nicosia,2026-09-13,2026-09-13
7b205bef86bd,EKO,VASOU EXPRESS LYBE CENTER LIMITED,"Λεωφ. Λεμεσού 21, Πέρα Χωριό Τ.Κ 2572",22524366,Πέρα Χωριό Νήσου,Nicosia,2026-09-13,2026-09-13
dacff0faaefb,EKO,Ι. ΧΑΣΙΚΟΣ ΛΤΔ,Λεωφ. Λευκωσίας 108 Τ.Κ 2540,22815686,Δάλι,Nicosia,2026-09-13,2026-09-13
79c9bc2be4e7,EKO,Ι. ΧΑΣΙΚΟΣ ΛΤΔ,Λεωφ. Γερίου Τ.Κ 2200,22488555,Γέρι,Nicosia,2026-09-13,2026-09-13
4b3ea41ef444,EKO,ΛΟΥΚΑΣ Θ. ΛΟΥΚΑ & ΥΙΟΙ (ΠΕΤΡΕΛΑΙΟΕΙΔΗ) ΛΤΔ,Λεωφ. Προδρόμου 111 Τ.Κ 2063,22661444,Στρόβολος,Nicosia,2026-09-13,2026-09-13
b99043294256,EKO,ΝΕΟΦΥΤΟΣ ΤΣΙΑΜΑΝΕΣ ΛΙΜΙΤΕΔ,"Λεωφ. Αρχ. Μακαρίου Γ΄1, Κάτω Δευτερά Τ.Κ 2450",22621331,Δευτερά,Nicosia,2026-09-13,2026-09-13
7c3d4980155f,EKO,ΠΑΝΑΓΙΩΤΗΣ ΘΕΟΔΟΣΙΟΥ & ΥΙΟΙ ΛΙΜΙΤΕΔ,Λεωφ. Στροβόλου 223 Τ.Κ 2048,22326903,Στρόβολος,Nicosia,2026-09-13,2026-09-13
29adfa02acca,EKO,ΠΡΑΤΗΡΙΟ ΒΕΝΖΙΝΗΣ ΑΔΑΜΟΣ ΧΡΙΣΤΟΔΟΥΛΟΥ & ΥΙΟΙ ΛΙΜΙΤΕΔ,Λεωφ. Νίκης 25 Τ.Κ 1086,22490521,Ακρόπολη,Nicosia,2026-09-13,2026-09-13
a78f59d05bcd,EKO,ΦΟΙΒΟΣ ΠΑΠΑΛΕΟΝΤΙΟΥ & ΣΙΑ ΛΙΜΙΤΕΔ,"Αρχ. Μακαρίου Γ΄ 42, Πέρα Χωριό Τ.Κ 2572",22521556,Πέρα Χωριό Νήσου,Nicosia,2026-09-13,2026-09-13
daf0981942c3,ENI,COSTAS SAVVIDES (PETROL STATION) LIMITED,Λεωφ. Λάρνακος 125 Τ.Κ 1048,22435320,Παλλουριώτισσα,Nicosia,2026-09-13,2026-09-13
ec323cfaf5f4,ENI,Α. Ν. & Σ. ΕΥΘΥΜΙΟΥ ΛΙΜΙΤΕΔ,Λεωφ. Λεμεσού 69 Τ.Κ 2121,22422670,Αγλαντζιά,Nicosia,2026-09-13,2026-09-13
e1c953e44df3,ENI,ΠΑΡΑΣΧΟΣ ΣΤΥΛΙΑΝΟΥ ΛΙΜΙΤΕΔ,Λεωφ. Σπ. Κυπριανού 220 Τ.Κ 2045,22326688,Στρόβολος,Nicosia,2026-09-13,2026-09-13
01d291cc5e9f,ESSO,ANGIO TRADING LIMITED,Λεωφ. Νίκης 37 Τ.Κ 1087,22490810,Ακρόπολη,Nicosia,2026-09-13,2026-09-13
428b07ccf758,ESSO,ANMAS LTD,Λεωφ. Γρηγόρη Αυξεντίου 154 Τ.Κ 2365,22771034,Άγιος Δομέτιος,Nicosia,2026-09-13,2026-09-13
54ff5ad55f16,ESSO,BLUEKEY TRADING LIMITED,Λεωφ. Σπ. Κυπριανού 14 Τ.Κ 2033,22427528,Στρόβολος,Nicosia,2026-09-13,2026-09-13
ab868b4b332e,ESSO,C.K.M. PETROLEUM LIMITED,Στροβόλου 19 Τ.Κ 2480,22385359,Τσέρι,Nicosia,2026-09-13,2026-09-13
8e414da9ad9e,ESSO,CADREC LTD,Λεωφ. Λεμεσού 73 Τ.Κ 2121,22421627,Αγλαντζιά,Nicosia,2026-09-13,2026-09-13
59fe848dcc1d,ESSO,CC CRUDE ENERGY LTD,Λεωφ. Στροβόλου 278 Τ.Κ 2048,22322441,Στρόβολος,Nicosia,2026-09-13,2026-09-13
32039ce18953,ESSO,DOUBLE N. GAS STATION LIMITED,Μακεδονιτίσσης 105 Τ.Κ 2057,22513003,Στρόβολος,Nicosia,2026-09-13,2026-09-13
ed2f040407db,ESSO,EUROORBIT LIMITED,"Λεωφ. Γρηγόρη Αυξεντίου 29, Πάνω Δευτερά Τ.Κ 2460",22622222,Δευτερά,Nicosia,2026-09-13,2026-09-13
4ac8836fa7fb,ESSO,EWISE RETAIL LTD,"Λεωφ. Διγενή Ακρίτα 43, Άγιος Αντώνιος Τ.Κ 1070",22751717,Λευκωσία,Nicosia,2026-09-13,2026-09-13
e3a6cf9b7017,ESSO,EWISE RETAIL LTD,Γιάννου Κρανιδιώτη 112 Τ.Κ 2235,22487507,Λατσιά,Nicosia,2026-09-13,2026-09-13
77450002346a,ESSO,FREGIO LTD,"Γρηγόρη Αυξεντίου 24, Κοκκινοτριμιθιά Τ.Κ 2660",22835192,Κοκκινοτριμιθιά,Nicosia,2026-09-13,2026-09-13
01ce074bf8e9,ESSO,G.K.S SAMATAS LIMITED,Αγίου Νικολάου 37 Τ.Κ 2408,22590586,Έγκωμη,Nicosia,2026-09-13,2026-09-13
1044095b4cde,ESSO,I.G. MAKRIS ENTERPRISES LTD,Καντάρας 58 Τ.Κ 1037,22433430,Καϊμακλί,Nicosia,2026-09-13,2026-09-13
d81649f97c28,ESSO,LOUKA & ODYSSEOS TRADING LTD,Λεωφ. Σπ. Κυπριανού 219 Τ.Κ 2045,22322181,Στρόβολος,Nicosia,2026-09-13,2026-09-13
5bbb1e8908dc,ESSO,N. ANDRONICOU SERVICE CENTER LIMITED,Γ.Γρίβα Διγενή (Δρόμος Λευκωσίας - Παλαιχωρίου) Αρεδιού Τ.Κ 2614,22634780,Αρεδιού,Nicosia,2026-09-13,2026-09-13
40e8c72b6e83,ESSO,PYCEGA LTD,Λεωφ. Στροβόλου 327 Τ.Κ 2052,22327758,Στρόβολος,Nicosia,2026-09-13,2026-09-13
aea2d6e66b8f,ESSO,R N.E.P. FUEL LTD,Λεωφ. Τζων Κέννετυ 78 Τ.Κ 1046,22431888,Παλλουριώτισσα,Nicosia,2026-09-13,2026-09-13
61489bbd24f4,ESSO,"SOFT ""N"" FOAMY CAR WASH LIMITED",Λεωφ. Αρχ. Μιχαήλ 37 (Παρισσινός) Τ.Κ 2057,22352414,Στρόβολος,Nicosia,2026-09-13,2026-09-13
8899ec50983b,ESSO,THEODOSIS OLYMBIOS PETROL STATION LTD,Ελευθερίας 28 Τ.Κ 2566,22521825,Λύμπια,Nicosia,2026-09-13,2026-09-13
b979b66dc2a8,ESSO,TROPALI PETROLEUM TWO LTD,Λεωφ. Γ.Γρίβα Διγενή 31-35 Τ.Κ 1082,22761100,Λευκωσία,Nicosia,2026-09-13,2026-09-13
69fd22d4956b,ESSO,TSOSACO OIL LIMITED,Λεωφ. Σπ. Χριστοδούλου 42 Τ.Κ 1020,22431925,Παλλουριώτισσα,Nicosia,2026-09-13,2026-09-13
5f6aecc094a5,ESSO,ΑΝΔΡΕΑΣ & ΚΩΣΤΑΣ ΙΩΑΝΝΟΥ ΛΙΜΙΤΕΔ,Λεωφ. Στροβόλου 37 Τ.Κ 2018,22421248,Στρόβολος,Nicosia,2026-09-13,2026-09-13
5fd49366646f,ESSO,"ΓΕΝΙΚΑΙ ΕΠΙΧΕΙΡΗΣΕΙΣ ""ΜΑΡΠΙΣΣΑ"" ΛΙΜΙΤΕΔ",Λεωφ. Κυριάκου Μάτση 12 Τ.Κ 2368,22355727,Άγιος Δομέτιος,Nicosia,2026-09-13,2026-09-13
2685729352b8,ESSO,ΚΩΣΤΑΣ Σ. ΣΑΒΒΑ ΠΕΤΡΕΛΑΙΟΕΙΔΗ ΛΤΔ,Λεωφ. Αρχ. Μακαρίου Γ' 99 Τ.Κ 2565,22543375,Λυθροδόντας,Nicosia,2026-09-13,2026-09-13
b7ed85fcf4b7,ESSO,ΝΙΚΟΣ Χ. ΠΙΕΡΙΔΗΣ ΠΕΤΡΕΛΑΙΟΕΙΔΗ ΛΙΜΙΤΕΔ,"Γρηγόρη Αυξεντίου, Ακάκι Τ.Κ 2720",22821449,Ακάκι,Nicosia,2026-09-13,2026-09-13
9ba59175b8fa,ESSO,Π. & Φ. ΖΑΝΤΗ ΛΙΜΙΤΕΔ,Λεωφ. Αρχ. Μακαρίου Γ΄ 65 Τ.Κ 1070,22375297,Λευκωσία,Nicosia,2026-09-13,2026-09-13
2d7b1e4bf3fa,FILL N GO,KNM CITYOIL LIMITED,Λεωφ. Λάρνακος 184 Τ.Κ 2103,70070062,Αγλαντζιά,Nicosia,2026-09-13,2026-09-13
4d8c91cbdf87,FILL N GO,M.G. PETROL SERVICES LTD,Σταδίου 9 (Χαλεπιανές) Τ.Κ 2571,22524580,Πέρα Χωριό Νήσου,Nicosia,2026-09-13,2026-09-13
73805dddf7aa,PETROLINA,A.C.C. AVRAAM ENTERPRISES LIMITED,Λεωφ. Λουκή Ακρίτα 15 Τ.Κ 1100,22771700,Λευκωσία,Nicosia,2026-09-13,2026-09-13
5dd7d7a9710d,PETROLINA,C.A.R.S PETROL STATION C.P. LTD,Γιάννου Κρανιδιώτη 247 Τ.Κ 2233,22312313,Λατσιά,Nicosia,2026-09-13,2026-09-13
1a16860d8e30,PETROLINA,Eleni Savva,Κώστα Λοϊζου 195 Τ.Κ,26812900,Κάτω Πύργος,Nicosia,2026-09-13,2026-09-13
0f0ceccc2b7e,PETROLINA,J & S PETROL STATION LIMITED,Γρηγόρη Αυξεντίου 30 Τ.Κ 2368,22775117,Άγιος Δομέτιος,Nicosia,2026-09-13,2026-09-13
1b148a05085c,PETROLINA,MICHALIS KNEKNAS TRADING LTD,"Γρηγόρη Αυξεντίου 76, Κοκκινοτριμιθιά Τ.Κ 2660",22834160,Κοκκινοτριμιθιά,Nicosia,2026-09-13,2026-09-13
04eb0dc6ce16,PETROLINA,NAVATA PETROL LTD,Γωνία Ναυαρίνου 10 & Ταγματάρχου Πουλίου Τ.Κ 1100,22775886,Άγιος Δομέτιος,Nicosia,2026-09-13,2026-09-13
0cd6f55cdb37,PETROLINA,PETROLINA (HOLDINGS) PUBLIC LIMITED,Λεωφ. Νίκης 1 Τ.Κ 1086,22347010,Λευκωσία,Nicosia,2026-09-13,2026-09-13
6e239d2282b3,PETROLINA,PETROLINA (HOLDINGS) PUBLIC LIMITED,Λεωφ. Καντάρας 78 Τ.Κ 1027,22433293,Καϊμακλί,Nicosia,2026-09-13,2026-09-13
97bbb156e70b,PETROLINA,PETROLINA (HOLDINGS) PUBLIC LIMITED,"Λεωφ. Λεμεσού, Νήσου Τ.Κ 2571",22489548,Πέρα Χωριό Νήσου,Nicosia,2026-09-13,2026-09-13
09f80e0d2a27,PETROLINA,PETROLINA (HOLDINGS) PUBLIC LIMITED,Λεωφ. Αμμοχώστου 67 Τ.Κ 1048,22730333,Παλλουριώτισσα,Nicosia,2026-09-13,2026-09-13
73117467c0c8,PETROLINA,PETROLINA (HOLDINGS) PUBLIC LIMITED,"Λεωφ. Αρχ. Μακαρίου Γ΄2, Πέρα Χωριό Τ.Κ 2572",22521930,Πέρα Χωριό Νήσου,Nicosia,2026-09-13,2026-09-13
123bfd0e9e3a,PETROLINA,PETROLINA (HOLDINGS) PUBLIC LIMITED,"Λεωφ. Τσερίου 20, Νήσου (Χαλεπιανές) Τ.Κ 2571",22483355,Πέρα Χωριό Νήσου,Nicosia,2026-09-13,2026-09-13
30e807950de4,PETROLINA,PETROLINA (HOLDINGS) PUBLIC LIMITED,"Λεωφ. Αρχ. Μακαρίου Γ΄ 79, Αστρομερίτης Τ.Κ 2722",22823774,Αστρομερίτης,Nicosia,2026-09-13,2026-09-13
ba65517bf3ed,PETROLINA,PETROLINA (HOLDINGS) PUBLIC LIMITED,Αρχ. Μακαρίου Γ΄ 17 Τ.Κ 2800,22922437,Κακοπετριά,Nicosia,2026-09-13,2026-09-13
3fdaa889148c,PETROLINA,PETROLINA (HOLDINGS) PUBLIC LIMITED,Λεωφ. Λεμεσού 9 Τ.Κ 2112,22331138,Αγλαντζιά,Nicosia,2026-09-13,2026-09-13
119d69819e8d,PETROLINA,PETROLINA (HOLDINGS) PUBLIC LIMITED,Λεωφ. Σπ. Κυπριανού 22 Τ.Κ 2237,22467548,Λατσιά,Nicosia,2026-09-13,2026-09-13
cfe2df3cdc21,PETROLINA,PETROLINA (HOLDINGS) PUBLIC LIMITED,Κύριος Δρόμος Πεδουλά – Προδρόμου Τ.Κ 2850,22952639,Πεδουλάς,Nicosia,2026-09-13,2026-09-13
bcb9accad3db,PETROLINA,PETROLINA (HOLDINGS) PUBLIC LIMITED,Λεωφ. Στροβόλου 279 Τ.Κ 2048,22326064,Στρόβολος,Nicosia,2026-09-13,2026-09-13
792650a717af,PETROLINA,POWERPULLS LIMITED,Λεωφ. Αρχ. Μακαρίου Γ΄ 89 Τ.Κ 1071,22376724,Λευκωσία,Nicosia,2026-09-13,2026-09-13
24f260ef3191,PETROLINA,ΑΓΓΕΛΗΣ ΧΡ. ΨΥΛΛΟΣ ΚΑΙ ΥΙΟΣ ΛΙΜΙΤΕΔ,Γ. Κρανιδιώτη 47 Τ.Κ 2220,22481428,Λατσιά,Nicosia,2026-09-13,2026-09-13
91d7bee2fcf0,PETROLINA,ΑΔΕΛΦΟΙ Π & Π ΧΡΙΣΤΟΔΟΥΛΟΥ ΛΙΜΙΤΕΔ,"Λεωφ. Κυριάκου Μάτση 28, Αγ.Ομολογητές Τ.Κ 1082",22317129,Λευκωσία,Nicosia,2026-09-13,2026-09-13
ea232bbb0de1,PETROLINA,Γ. & Δ. ΧΡΙΣΤΟΔΟΥΛΟΥ ΛΙΜΙΤΕΔ,Λεωφ. Αθαλάσσας 113 Τ.Κ 2024,22421258,Δασούπολη,Nicosia,2026-09-13,2026-09-13
