key,station_id,fuel,price,first_seen,last_seen,delisted_on
2be80460e2e6:diesel,2be80460e2e6,diesel,1.929,2026-09-13,2026-09-14,
2be80460e2e6:heating_oil,2be80460e2e6,heating_oil,1.546,2026-09-13,2026-09-14,
2be80460e2e6:kerosene,2be80460e2e6,kerosene,1.459,2026-09-13,2026-09-14,
2be80460e2e6:unleaded95,2be80460e2e6,unleaded95,1.664,2026-09-13,2026-09-14,
2be80460e2e6:unleaded98,2be80460e2e6,unleaded98,1.716,2026-09-13,2026-09-14,
2d1dc84554ad:diesel,2d1dc84554ad,diesel,1.884,2026-09-13,2026-09-14,
2d1dc84554ad:heating_oil,2d1dc84554ad,heating_oil,1.559,2026-09-13,2026-09-14,
2d1dc84554ad:unleaded95,2d1dc84554ad,unleaded95,1.613,2026-09-13,2026-09-14,
2d1dc84554ad:unleaded98,2d1dc84554ad,unleaded98,1.643,2026-09-13,2026-09-14,
2d7b1e4bf3fa:diesel,2d7b1e4bf3fa,diesel,1.859,2026-09-13,2026-09-14,
2d7b1e4bf3fa:heating_oil,2d7b1e4bf3fa,heating_oil,1.489,2026-09-13,2026-09-14,
2d7b1e4bf3fa:kerosene,2d7b1e4bf3fa,kerosene,1.399,2026-09-13,2026-09-14,
2d7b1e4bf3fa:unleaded95,2d7b1e4bf3fa,unleaded95,1.599,2026-09-13,2026-09-14,
2d7b1e4bf3fa:unleaded98,2d7b1e4bf3fa,unleaded98,1.649,2026-09-13,2026-09-14,
3009230fcbc6:diesel,3009230fcbc6,diesel,1.898,2026-09-13,2026-09-14,
3009230fcbc6:heating_oil,3009230fcbc6,heating_oil,1.518,2026-09-13,2026-09-14,
3009230fcbc6:kerosene,3009230fcbc6,kerosene,1.428,2026-09-13,2026-09-14,
3009230fcbc6:unleaded95,3009230fcbc6,unleaded95,1.638,2026-09-13,2026-09-14,
3009230fcbc6:unleaded98,3009230fcbc6,unleaded98,1.695,2026-09-13,2026-09-14,
30e807950de4:diesel,30e807950de4,diesel,1.879,2026-09-13,2026-09-14,
30e807950de4:heating_oil,30e807950de4,heating_oil,1.528,2026-09-13,2026-09-14,
30e807950de4:kerosene,30e807950de4,kerosene,1.435,2026-09-13,2026-09-14,
30e807950de4:unleaded95,30e807950de4,unleaded95,1.645,2026-09-13,2026-09-14,
30e807950de4:unleaded98,30e807950de4,unleaded98,1.689,2026-09-13,2026-09-14,
32039ce18953:diesel,32039ce18953,diesel,1.939,2026-09-13,2026-09-14,
32039ce18953:heating_oil,32039ce18953,heating_oil,1.559,2026-09-13,2026-09-14,
32039ce18953:kerosene,32039ce18953,kerosene,1.469,2026-09-13,2026-09-14,
32039ce18953:unleaded95,32039ce18953,unleaded95,1.637,2026-09-13,2026-09-14,
32039ce18953:unleaded98,32039ce18953,unleaded98,1.717,2026-09-13,2026-09-14,
320be8d683a2:diesel,320be8d683a2,diesel,1.915,2026-09-13,2026-09-14,
320be8d683a2:heating_oil,320be8d683a2,heating_oil,1.549,2026-09-13,2026-09-14,
320be8d683a2:kerosene,320be8d683a2,kerosene,1.430,2026-09-13,2026-09-14,
320be8d683a2:unleaded95,320be8d683a2,unleaded95,1.648,2026-09-13,2026-09-14,
320be8d683a2:unleaded98,320be8d683a2,unleaded98,1.685,2026-09-13,2026-09-14,
34932a59bf86:diesel,34932a59bf86,diesel,1.928,2026-09-13,2026-09-14,
34932a59bf86:heating_oil,34932a59bf86,heating_oil,1.547,2026-09-13,2026-09-14,
34932a59bf86:kerosene,34932a59bf86,kerosene,1.455,2026-09-13,2026-09-14,
34932a59bf86:unleaded95,34932a59bf86,unleaded95,1.669,2026-09-13,2026-09-14,
34932a59bf86:unleaded98,34932a59bf86,unleaded98,1.719,2026-09-13,2026-09-14,
364d076c3a94:diesel,364d076c3a94,diesel,1.908,2026-09-13,2026-09-14,
364d076c3a94:heating_oil,364d076c3a94,heating_oil,1.529,2026-09-13,2026-09-14,
364d076c3a94:kerosene,364d076c3a94,kerosene,1.439,2026-09-13,2026-09-14,
364d076c3a94:unleaded95,364d076c3a94,unleaded95,1.647,2026-09-13,2026-09-14,
364d076c3a94:unleaded98,364d076c3a94,unleaded98,1.697,2026-09-13,2026-09-14,
366a0c1d06e2:diesel,366a0c1d06e2,diesel,1.919,2026-09-13,2026-09-14,
366a0c1d06e2:heating_oil,366a0c1d06e2,heating_oil,1.558,2026-09-13,2026-09-14,
366a0c1d06e2:kerosene,366a0c1d06e2,kerosene,1.439,2026-09-13,2026-09-14,
366a0c1d06e2:unleaded95,366a0c1d06e2,unleaded95,1.649,2026-09-13,2026-09-14,
366a0c1d06e2:unleaded98,366a0c1d06e2,unleaded98,1.688,2026-09-13,2026-09-14,
36fb67511673:diesel,36fb67511673,diesel,1.919,2026-09-13,2026-09-14,
36fb67511673:heating_oil,36fb67511673,heating_oil,1.549,2026-09-13,2026-09-14,
36fb67511673:kerosene,36fb67511673,kerosene,1.469,2026-09-13,2026-09-14,
36fb67511673:unleaded95,36fb67511673,unleaded95,1.649,2026-09-13,2026-09-14,
36fb67511673:unleaded98,36fb67511673,unleaded98,1.689,2026-09-13,2026-09-14,
39363f6470ee:diesel,39363f6470ee,diesel,1.931,2026-09-13,2026-09-14,
39363f6470ee:heating_oil,39363f6470ee,heating_oil,1.613,2026-09-13,2026-09-14,
39363f6470ee:unleaded95,39363f6470ee,unleaded95,1.666,2026-09-13,2026-09-14,
39363f6470ee:unleaded98,39363f6470ee,unleaded98,1.742,2026-09-13,2026-09-14,
39fd6925ae42:diesel,39fd6925ae42,diesel,1.909,2026-09-13,2026-09-14,
39fd6925ae42:unleaded95,39fd6925ae42,unleaded95,1.649,2026-09-13,2026-09-14,
39fd6925ae42:unleaded98,39fd6925ae42,unleaded98,1.689,2026-09-13,2026-09-14,
3a0c41beebb7:diesel,3a0c41beebb7,diesel,1.909,2026-09-13,2026-09-14,
3a0c41beebb7:heating_oil,3a0c41beebb7,heating_oil,1.528,2026-09-13,2026-09-14,
3a0c41beebb7:kerosene,3a0c41beebb7,kerosene,1.435,2026-09-13,2026-09-14,
3a0c41beebb7:unleaded95,3a0c41beebb7,unleaded95,1.649,2026-09-13,2026-09-14,
3a0c41beebb7:unleaded98,3a0c41beebb7,unleaded98,1.699,2026-09-13,2026-09-14,
3c3fdd29b8f7:diesel,3c3fdd29b8f7,diesel,1.859,2026-09-13,2026-09-14,
3c3fdd29b8f7:unleaded95,3c3fdd29b8f7,unleaded95,1.598,2026-09-13,2026-09-14,
3c3fdd29b8f7:unleaded98,3c3fdd29b8f7,unleaded98,1.628,2026-09-13,2026-09-14,
3d365e518577:diesel,3d365e518577,diesel,1.929,2026-09-13,2026-09-14,
3d365e518577:heating_oil,3d365e518577,heating_oil,1.559,2026-09-13,2026-09-14,
3d365e518577:kerosene,3d365e518577,kerosene,1.469,2026-09-13,2026-09-14,
3d365e518577:unleaded95,3d365e518577,unleaded95,1.667,2026-09-13,2026-09-14,
3d365e518577:unleaded98,3d365e518577,unleaded98,1.707,2026-09-13,2026-09-14,
3dc149493178:diesel,3dc149493178,diesel,1.879,2026-09-13,2026-09-14,
3dc149493178:heating_oil,3dc149493178,heating_oil,1.528,2026-09-13,2026-09-14,
3dc149493178:kerosene,3dc149493178,kerosene,1.435,2026-09-13,2026-09-14,
3dc149493178:unleaded95,3dc149493178,unleaded95,1.615,2026-09-13,2026-09-14,
3dc149493178:unleaded98,3dc149493178,unleaded98,1.699,2026-09-13,2026-09-14,
3e638c4e5fc9:diesel,3e638c4e5fc9,diesel,1.914,2026-09-13,2026-09-14,
3e638c4e5fc9:heating_oil,3e638c4e5fc9,heating_oil,1.537,2026-09-13,2026-09-14,
3e638c4e5fc9:kerosene,3e638c4e5fc9,kerosene,1.329,2026-09-13,2026-09-14,
3e638c4e5fc9:unleaded95,3e638c4e5fc9,unleaded95,1.646,2026-09-13,2026-09-14,
3e638c4e5fc9:unleaded98,3e638c4e5fc9,unleaded98,1.690,2026-09-13,2026-09-14,
3ede104e6d56:diesel,3ede104e6d56,diesel,1.908,2026-09-13,2026-09-14,
3ede104e6d56:heating_oil,3ede104e6d56,heating_oil,1.539,2026-09-13,2026-09-14,
3ede104e6d56:kerosene,3ede104e6d56,kerosene,1.398,2026-09-13,2026-09-14,
3ede104e6d56:unleaded95,3ede104e6d56,unleaded95,1.648,2026-09-13,2026-09-14,
3ede104e6d56:unleaded98,3ede104e6d56,unleaded98,1.678,2026-09-13,2026-09-14,
3fdaa889148c:diesel,3fdaa889148c,diesel,1.890,2026-09-13,2026-09-14,
3fdaa889148c:heating_oil,3fdaa889148c,heating_oil,1.559,2026-09-13,2026-09-14,
3fdaa889148c:kerosene,3fdaa889148c,kerosene,1.489,2026-09-13,2026-09-14,
3fdaa889148c:unleaded95,3fdaa889148c,unleaded95,1.649,2026-09-13,2026-09-14,
3fdaa889148c:unleaded98,3fdaa889148c,unleaded98,1.689,2026-09-13,2026-09-14,
3fef2e98f65b:diesel,3fef2e98f65b,diesel,1.909,2026-09-13,2026-09-14,
3fef2e98f65b:heating_oil,3fef2e98f65b,heating_oil,1.529,2026-09-13,2026-09-14,
3fef2e98f65b:unleaded95,3fef2e98f65b,unleaded95,1.645,2026-09-13,2026-09-14,
3fef2e98f65b:unleaded98,3fef2e98f65b,unleaded98,1.675,2026-09-13,2026-09-14,
40e8c72b6e83:diesel,40e8c72b6e83,diesel,1.949,2026-09-13,2026-09-14,
40e8c72b6e83:heating_oil,40e8c72b6e83,heating_oil,1.579,2026-09-13,2026-09-14,
40e8c72b6e83:kerosene,40e8c72b6e83,kerosene,1.489,2026-09-13,2026-09-14,
40e8c72b6e83:unleaded95,40e8c72b6e83,unleaded95,1.679,2026-09-13,2026-09-14,
40e8c72b6e83:unleaded98,40e8c72b6e83,unleaded98,1.729,2026-09-13,2026-09-14,
41841cb23dbd:diesel,41841cb23dbd,diesel,1.859,2026-09-13,2026-09-14,
41841cb23dbd:heating_oil,41841cb23dbd,heating_oil,1.559,2026-09-13,2026-09-14,
41841cb23dbd:kerosene,41841cb23dbd,kerosene,1.469,2026-09-13,2026-09-14,
41841cb23dbd:unleaded95,41841cb23dbd,unleaded95,1.599,2026-09-13,2026-09-14,
41841cb23dbd:unleaded98,41841cb23dbd,unleaded98,1.629,2026-09-13,2026-09-14,
42462b695ab2:diesel,42462b695ab2,diesel,1.909,2026-09-13,2026-09-14,
42462b695ab2:heating_oil,42462b695ab2,heating_oil,1.528,2026-09-13,2026-09-14,
42462b695ab2:kerosene,42462b695ab2,kerosene,1.435,2026-09-13,2026-09-14,
42462b695ab2:unleaded95,42462b695ab2,unleaded95,1.649,2026-09-13,2026-09-14,
42462b695ab2:unleaded98,42462b695ab2,unleaded98,1.699,2026-09-13,2026-09-14,
428b07ccf758:diesel,428b07ccf758,diesel,1.929,2026-09-13,2026-09-14,
428b07ccf758:heating_oil,428b07ccf758,heating_oil,1.559,2026-09-13,2026-09-14,
428b07ccf758:kerosene,428b07ccf758,kerosene,1.469,2026-09-13,2026-09-14,
428b07ccf758:unleaded95,428b07ccf758,unleaded95,1.667,2026-09-13,2026-09-14,
428b07ccf758:unleaded98,428b07ccf758,unleaded98,1.707,2026-09-13,2026-09-14,
42e035b752d8:diesel,42e035b752d8,diesel,1.909,2026-09-13,2026-09-14,
42e035b752d8:heating_oil,42e035b752d8,heating_oil,1.528,2026-09-13,2026-09-14,
42e035b752d8:kerosene,42e035b752d8,kerosene,1.435,2026-09-13,2026-09-14,
42e035b752d8:unleaded95,42e035b752d8,unleaded95,1.649,2026-09-13,2026-09-14,
42e035b752d8:unleaded98,42e035b752d8,unleaded98,1.699,2026-09-13,2026-09-14,
43962c7fecd8:diesel,43962c7fecd8,diesel,1.909,2026-09-13,2026-09-14,
43962c7fecd8:heating_oil,43962c7fecd8,heating_oil,1.528,2026-09-13,2026-09-14,
43962c7fecd8:kerosene,43962c7fecd8,kerosene,1.435,2026-09-13,2026-09-14,
43962c7fecd8:unleaded95,43962c7fecd8,unleaded95,1.649,2026-09-13,2026-09-14,
43962c7fecd8:unleaded98,43962c7fecd8,unleaded98,1.699,2026-09-13,2026-09-14,
44624b1025cd:diesel,44624b1025cd,diesel,1.919,2026-09-13,2026-09-14,
44624b1025cd:heating_oil,44624b1025cd,heating_oil,1.559,2026-09-13,2026-09-14,
44624b1025cd:kerosene,44624b1025cd,kerosene,1.489,2026-09-13,2026-09-14,
44624b1025cd:unleaded95,44624b1025cd,unleaded95,1.649,2026-09-13,2026-09-14,
44624b1025cd:unleaded98,44624b1025cd,unleaded98,1.689,2026-09-13,2026-09-14,
458aa789203d:diesel,458aa789203d,diesel,1.909,2026-09-13,2026-09-14,
458aa789203d:heating_oil,458aa789203d,heating_oil,1.528,2026-09-13,2026-09-14,
458aa789203d:kerosene,458aa789203d,kerosene,1.435,2026-09-13,2026-09-14,
458aa789203d:unleaded95,458aa789203d,unleaded95,1.649,2026-09-13,2026-09-14,
458aa789203d:unleaded98,458aa789203d,unleaded98,1.699,2026-09-13,2026-09-14,
462ee152ff3b:diesel,462ee152ff3b,diesel,1.909,2026-09-13,2026-09-14,
462ee152ff3b:heating_oil,462ee152ff3b,heating_oil,1.528,2026-09-13,2026-09-14,
462ee152ff3b:kerosene,462ee152ff3b,kerosene,1.435,2026-09-13,2026-09-14,
462ee152ff3b:unleaded95,462ee152ff3b,unleaded95,1.649,2026-09-13,2026-09-14,
462ee152ff3b:unleaded98,462ee152ff3b,unleaded98,1.699,2026-09-13,2026-09-14,
46946a1f650f:diesel,46946a1f650f,diesel,1.929,2026-09-13,2026-09-14,
46946a1f650f:heating_oil,46946a1f650f,heating_oil,1.570,2026-09-13,2026-09-14,
46946a1f650f:kerosene,46946a1f650f,kerosene,1.480,2026-09-13,2026-09-14,
46946a1f650f:unleaded95,46946a1f650f,unleaded95,1.669,2026-09-13,2026-09-14,
46946a1f650f:unleaded98,46946a1f650f,unleaded98,1.709,2026-09-13,2026-09-14,
47bdc6813569:diesel,47bdc6813569,diesel,1.909,2026-09-13,2026-09-14,
47bdc6813569:heating_oil,47bdc6813569,heating_oil,1.529,2026-09-13,2026-09-14,
47bdc6813569:kerosene,47bdc6813569,kerosene,1.462,2026-09-13,2026-09-14,
47bdc6813569:unleaded95,47bdc6813569,unleaded95,1.648,2026-09-13,2026-09-14,
47bdc6813569:unleaded98,47bdc6813569,unleaded98,1.699,2026-09-13,2026-09-14,
48113cc9c12a:diesel,48113cc9c12a,diesel,1.909,2026-09-13,2026-09-14,
48113cc9c12a:heating_oil,48113cc9c12a,heating_oil,1.525,2026-09-13,2026-09-14,
48113cc9c12a:kerosene,48113cc9c12a,kerosene,1.435,2026-09-13,2026-09-14,
48113cc9c12a:unleaded95,48113cc9c12a,unleaded95,1.649,2026-09-13,2026-09-14,
48113cc9c12a:unleaded98,48113cc9c12a,unleaded98,1.695,2026-09-13,2026-09-14,
49f291bb3d72:diesel,49f291bb3d72,diesel,1.909,2026-09-13,2026-09-14,
49f291bb3d72:heating_oil,49f291bb3d72,heating_oil,1.539,2026-09-13,2026-09-14,
49f291bb3d72:unleaded95,49f291bb3d72,unleaded95,1.638,2026-09-13,2026-09-14,
49f291bb3d72:unleaded98,49f291bb3d72,unleaded98,1.668,2026-09-13,2026-09-14,
4a09006139d2:diesel,4a09006139d2,diesel,1.869,2026-09-13,2026-09-14,
4a09006139d2:heating_oil,4a09006139d2,heating_oil,1.509,2026-09-13,2026-09-14,
4a09006139d2:kerosene,4a09006139d2,kerosene,1.439,2026-09-13,2026-09-14,
4a09006139d2:unleaded95,4a09006139d2,unleaded95,1.599,2026-09-13,2026-09-14,
4a09006139d2:unleaded98,4a09006139d2,unleaded98,1.674,2026-09-13,2026-09-14,
4a79c5105aa9:diesel,4a79c5105aa9,diesel,1.859,2026-09-13,2026-09-14,
4a79c5105aa9:heating_oil,4a79c5105aa9,heating_oil,1.528,2026-09-13,2026-09-14,
4a79c5105aa9:kerosene,4a79c5105aa9,kerosene,1.435,2026-09-13,2026-09-14,
4a79c5105aa9:unleaded95,4a79c5105aa9,unleaded95,1.598,2026-09-13,2026-09-14,
4a79c5105aa9:unleaded98,4a79c5105aa9,unleaded98,1.699,2026-09-13,2026-09-14,
4ac8836fa7fb:diesel,4ac8836fa7fb,diesel,1.889,2026-09-13,2026-09-14,
4ac8836fa7fb:heating_oil,4ac8836fa7fb,heating_oil,1.529,2026-09-13,2026-09-14,
4ac8836fa7fb:kerosene,4ac8836fa7fb,kerosene,1.439,2026-09-13,2026-09-14,
4ac8836fa7fb:unleaded95,4ac8836fa7fb,unleaded95,1.619,2026-09-13,2026-09-14,
4ac8836fa7fb:unleaded98,4ac8836fa7fb,unleaded98,1.697,2026-09-13,2026-09-14,
4ae21a9b5efa:diesel,4ae21a9b5efa,diesel,1.909,2026-09-13,2026-09-14,
4ae21a9b5efa:heating_oil,4ae21a9b5efa,heating_oil,1.559,2026-09-13,2026-09-14,
4ae21a9b5efa:kerosene,4ae21a9b5efa,kerosene,1.489,2026-09-13,2026-09-14,
4ae21a9b5efa:unleaded95,4ae21a9b5efa,unleaded95,1.649,2026-09-13,2026-09-14,
4ae21a9b5efa:unleaded98,4ae21a9b5efa,unleaded98,1.689,2026-09-13,2026-09-14,
4b3ea41ef444:diesel,4b3ea41ef444,diesel,1.908,2026-09-13,2026-09-14,
4b3ea41ef444:heating_oil,4b3ea41ef444,heating_oil,1.499,2026-09-13,2026-09-14,
4b3ea41ef444:kerosene,4b3ea41ef444,kerosene,1.399,2026-09-13,2026-09-14,
4b3ea41ef444:unleaded95,4b3ea41ef444,unleaded95,1.617,2026-09-13,2026-09-14,
4b3ea41ef444:unleaded98,4b3ea41ef444,unleaded98,1.699,2026-09-13,2026-09-14,
4ca921929927:diesel,4ca921929927,diesel,1.909,2026-09-13,2026-09-14,
4ca921929927:heating_oil,4ca921929927,heating_oil,1.539,2026-09-13,2026-09-14,
4ca921929927:kerosene,4ca921929927,kerosene,1.460,2026-09-13,2026-09-14,
4ca921929927:unleaded95,4ca921929927,unleaded95,1.648,2026-09-13,2026-09-14,
4ca921929927:unleaded98,4ca921929927,unleaded98,1.678,2026-09-13,2026-09-14,
4d8c91cbdf87:diesel,4d8c91cbdf87,diesel,1.859,2026-09-13,2026-09-14,
4d8c91cbdf87:heating_oil,4d8c91cbdf87,heating_oil,1.489,2026-09-13,2026-09-14,
4d8c91cbdf87:kerosene,4d8c91cbdf87,kerosene,1.399,2026-09-13,2026-09-14,
4d8c91cbdf87:unleaded95,4d8c91cbdf87,unleaded95,1.599,2026-09-13,2026-09-14,
4d8c91cbdf87:unleaded98,4d8c91cbdf87,unleaded98,1.649,2026-09-13,2026-09-14,
4e416e4c8b88:diesel,4e416e4c8b88,diesel,1.919,2026-09-13,2026-09-14,
4e416e4c8b88:heating_oil,4e416e4c8b88,heating_oil,1.584,2026-09-13,2026-09-14,
4e416e4c8b88:kerosene,4e416e4c8b88,kerosene,1.507,2026-09-13,2026-09-14,
4e416e4c8b88:unleaded95,4e416e4c8b88,unleaded95,1.649,2026-09-13,2026-09-14,
4e416e4c8b88:unleaded98,4e416e4c8b88,unleaded98,1.699,2026-09-13,2026-09-14,
4f835e812e0f:diesel,4f835e812e0f,diesel,1.909,2026-09-13,2026-09-14,
4f835e812e0f:heating_oil,4f835e812e0f,heating_oil,1.528,2026-09-13,2026-09-14,
4f835e812e0f:kerosene,4f835e812e0f,kerosene,1.435,2026-09-13,2026-09-14,
4f835e812e0f:unleaded95,4f835e812e0f,unleaded95,1.649,2026-09-13,2026-09-14,
4f835e812e0f:unleaded98,4f835e812e0f,unleaded98,1.699,2026-09-13,2026-09-14,
4fd43e7e497c:diesel,4fd43e7e497c,diesel,1.909,2026-09-13,2026-09-14,
4fd43e7e497c:heating_oil,4fd43e7e497c,heating_oil,1.528,2026-09-13,2026-09-14,
4fd43e7e497c:kerosene,4fd43e7e497c,kerosene,1.435,2026-09-13,2026-09-14,
4fd43e7e497c:unleaded95,4fd43e7e497c,unleaded95,1.649,2026-09-13,2026-09-14,
4fd43e7e497c:unleaded98,4fd43e7e497c,unleaded98,1.699,2026-09-13,2026-09-14,
503646d494d5:diesel,503646d494d5,diesel,1.909,2026-09-13,2026-09-14,
503646d494d5:heating_oil,503646d494d5,heating_oil,1.528,2026-09-13,2026-09-14,
503646d494d5:kerosene,503646d494d5,kerosene,1.435,2026-09-13,2026-09-14,
503646d494d5:unleaded95,503646d494d5,unleaded95,1.649,2026-09-13,2026-09-14,
503646d494d5:unleaded98,503646d494d5,unleaded98,1.699,2026-09-13,2026-09-14,
507f1f44e378:diesel,507f1f44e378,diesel,1.885,2026-09-13,2026-09-14,
507f1f44e378:heating_oil,507f1f44e378,heating_oil,1.524,2026-09-13,2026-09-14,
507f1f44e378:kerosene,507f1f44e378,kerosene,1.433,2026-09-13,2026-09-14,
507f1f44e378:unleaded95,507f1f44e378,unleaded95,1.613,2026-09-13,2026-09-14,
507f1f44e378:unleaded98,507f1f44e378,unleaded98,1.685,2026-09-13,2026-09-14,
50a8f4e8f043:diesel,50a8f4e8f043,diesel,1.909,2026-09-13,2026-09-14,
50a8f4e8f043:heating_oil,50a8f4e8f043,heating_oil,1.528,2026-09-13,2026-09-14,
50a8f4e8f043:kerosene,50a8f4e8f043,kerosene,1.435,2026-09-13,2026-09-14,
50a8f4e8f043:unleaded95,50a8f4e8f043,unleaded95,1.649,2026-09-13,2026-09-14,
50a8f4e8f043:unleaded98,50a8f4e8f043,unleaded98,1.699,2026-09-13,2026-09-14,
50bbcc14271b:diesel,50bbcc14271b,diesel,1.929,2026-09-13,2026-09-14,
50bbcc14271b:heating_oil,50bbcc14271b,heating_oil,1.570,2026-09-13,2026-09-14,
50bbcc14271b:kerosene,50bbcc14271b,kerosene,1.470,2026-09-13,2026-09-14,
50bbcc14271b:unleaded95,50bbcc14271b,unleaded95,1.659,2026-09-13,2026-09-14,
50bbcc14271b:unleaded98,50bbcc14271b,unleaded98,1.699,2026-09-13,2026-09-14,
54d562b7ab71:diesel,54d562b7ab71,diesel,1.929,2026-09-13,2026-09-14,
54d562b7ab71:heating_oil,54d562b7ab71,heating_oil,1.568,2026-09-13,2026-09-14,
54d562b7ab71:kerosene,54d562b7ab71,kerosene,1.447,2026-09-13,2026-09-14,
54d562b7ab71:unleaded95,54d562b7ab71,unleaded95,1.667,2026-09-13,2026-09-14,
54ff5ad55f16:diesel,54ff5ad55f16,diesel,1.969,2026-09-13,2026-09-14,
54ff5ad55f16:heating_oil,54ff5ad55f16,heating_oil,1.599,2026-09-13,2026-09-14,
54ff5ad55f16:kerosene,54ff5ad55f16,kerosene,1.499,2026-09-13,2026-09-14,
54ff5ad55f16:unleaded95,54ff5ad55f16,unleaded95,1.699,2026-09-13,2026-09-14,
54ff5ad55f16:unleaded98,54ff5ad55f16,unleaded98,1.749,2026-09-13,2026-09-14,
5567cd093258:diesel,5567cd093258,diesel,1.909,2026-09-13,2026-09-14,
5567cd093258:heating_oil,5567cd093258,heating_oil,1.528,2026-09-13,2026-09-14,
5567cd093258:kerosene,5567cd093258,kerosene,1.435,2026-09-13,2026-09-14,
5567cd093258:unleaded95,5567cd093258,unleaded95,1.649,2026-09-13,2026-09-14,
5567cd093258:unleaded98,5567cd093258,unleaded98,1.699,2026-09-13,2026-09-14,
55d0b50126da:diesel,55d0b50126da,diesel,1.879,2026-09-13,2026-09-14,
55d0b50126da:heating_oil,55d0b50126da,heating_oil,1.489,2026-09-13,2026-09-14,
55d0b50126da:kerosene,55d0b50126da,kerosene,1.399,2026-09-13,2026-09-14,
55d0b50126da:unleaded95,55d0b50126da,unleaded95,1.613,2026-09-13,2026-09-14,
565dd6821200:diesel,565dd6821200,diesel,1.887,2026-09-13,2026-09-14,
565dd6821200:heating_oil,565dd6821200,heating_oil,1.528,2026-09-13,2026-09-14,
565dd6821200:kerosene,565dd6821200,kerosene,1.435,2026-09-13,2026-09-14,
565dd6821200:unleaded95,565dd6821200,unleaded95,1.623,2026-09-13,2026-09-14,
565dd6821200:unleaded98,565dd6821200,unleaded98,1.699,2026-09-13,2026-09-14,
567e7e2b96ac:diesel,567e7e2b96ac,diesel,1.909,2026-09-13,2026-09-14,
567e7e2b96ac:heating_oil,567e7e2b96ac,heating_oil,1.528,2026-09-13,2026-09-14,
567e7e2b96ac:kerosene,567e7e2b96ac,kerosene,1.435,2026-09-13,2026-09-14,
567e7e2b96ac:unleaded95,567e7e2b96ac,unleaded95,1.649,2026-09-13,2026-09-14,
567e7e2b96ac:unleaded98,567e7e2b96ac,unleaded98,1.699,2026-09-13,2026-09-14,
5697a79e3714:diesel,5697a79e3714,diesel,1.919,2026-09-13,2026-09-14,
5697a79e3714:heating_oil,5697a79e3714,heating_oil,1.559,2026-09-13,2026-09-14,
5697a79e3714:kerosene,5697a79e3714,kerosene,1.448,2026-09-13,2026-09-14,
5697a79e3714:unleaded95,5697a79e3714,unleaded95,1.659,2026-09-13,2026-09-14,
5697a79e3714:unleaded98,5697a79e3714,unleaded98,1.709,2026-09-13,2026-09-14,
59fe848dcc1d:diesel,59fe848dcc1d,diesel,1.919,2026-09-13,2026-09-14,
59fe848dcc1d:heating_oil,59fe848dcc1d,heating_oil,1.529,2026-09-13,2026-09-14,
59fe848dcc1d:kerosene,59fe848dcc1d,kerosene,1.439,2026-09-13,2026-09-14,
59fe848dcc1d:unleaded95,59fe848dcc1d,unleaded95,1.617,2026-09-13,2026-09-14,
59fe848dcc1d:unleaded98,59fe848dcc1d,unleaded98,1.707,2026-09-13,2026-09-14,
5a578950625a:diesel,5a578950625a,diesel,1.909,2026-09-13,2026-09-14,
5a578950625a:unleaded95,5a578950625a,unleaded95,1.648,2026-09-13,2026-09-14,
5a578950625a:unleaded98,5a578950625a,unleaded98,1.678,2026-09-13,2026-09-14,
5a78a7364d62:diesel,5a78a7364d62,diesel,1.909,2026-09-13,2026-09-14,
5a78a7364d62:heating_oil,5a78a7364d62,heating_oil,1.528,2026-09-13,2026-09-14,
5a78a7364d62:kerosene,5a78a7364d62,kerosene,1.435,2026-09-13,2026-09-14,
5a78a7364d62:unleaded95,5a78a7364d62,unleaded95,1.657,2026-09-13,2026-09-14,
5a78a7364d62:unleaded98,5a78a7364d62,unleaded98,1.699,2026-09-13,2026-09-14,
5b6d76f60256:diesel,5b6d76f60256,diesel,1.859,2026-09-13,2026-09-14,
5b6d76f60256:heating_oil,5b6d76f60256,heating_oil,1.528,2026-09-13,2026-09-14,
5b6d76f60256:kerosene,5b6d76f60256,kerosene,1.435,2026-09-13,2026-09-14,
5b6d76f60256:unleaded95,5b6d76f60256,unleaded95,1.599,2026-09-13,2026-09-14,
5b6d76f60256:unleaded98,5b6d76f60256,unleaded98,1.699,2026-09-13,2026-09-14,
5bbb1e8908dc:diesel,5bbb1e8908dc,diesel,1.929,2026-09-13,2026-09-14,
5bbb1e8908dc:heating_oil,5bbb1e8908dc,heating_oil,1.559,2026-09-13,2026-09-14,
5bbb1e8908dc:kerosene,5bbb1e8908dc,kerosene,1.469,2026-09-13,2026-09-14,
5bbb1e8908dc:unleaded95,5bbb1e8908dc,unleaded95,1.667,2026-09-13,2026-09-14,
5bbb1e8908dc:unleaded98,5bbb1e8908dc,unleaded98,1.707,2026-09-13,2026-09-14,
5d55628ec03b:diesel,5d55628ec03b,diesel,1.885,2026-09-13,2026-09-14,
5d55628ec03b:heating_oil,5d55628ec03b,heating_oil,1.524,2026-09-13,2026-09-14,
5d55628ec03b:kerosene,5d55628ec03b,kerosene,1.433,2026-09-13,2026-09-14,
5d55628ec03b:unleaded95,5d55628ec03b,unleaded95,1.613,2026-09-13,2026-09-14,
5d55628ec03b:unleaded98,5d55628ec03b,unleaded98,1.685,2026-09-13,2026-09-14,
